"","V4","V5","V2","V5.1","V4.1","V4.2","V5.2","V5.3","V2.1","V5.4","V2.2","V1","V4.3","V1.1","V4.4","V2.3","V4.5","V4.6","V4.7","V5.5","V4.8","V5.6","V4.9","V1.2","V2.4","V5.7","V1.3","V2.5","V5.8","V2.6","V1.4","V5.9","V2.7","V4.10","V1.5","V5.10","V2.8","V5.11","V4.11","V2.9","V4.12","V1.6","V2.10","V5.12","V2.11","V2.12","V1.7","V2.13","V2.14","V5.13","V4.13","V1.8","V1.9","V1.10","V4.14","V2.15","V5.14","V4.15","V5.15","V4.16","V2.16","V4.17","V4.18","V2.17","V2.18","V2.19","V5.16","V5.17","V2.20","V5.18","V3","V4.19","V2.21","V1.11","V4.20","V1.12","V2.22","V2.23","V4.21","V4.22","V5.19","V5.20","V5.21","V4.23","V2.24","V4.24","V2.25","V2.26","V1.13","V2.27","V2.28","V2.29","V4.25","V4.26","V1.14","V1.15","V4.27","V4.28","V4.29","V4.30","V2.30","V1.16","V2.31","V5.22","V5.23","V5.24","V1.17","V3.1","V1.18","V5.25","V2.32","V2.33","V5.26","V2.34","V3.2","V4.31","V5.27","V5.28","V5.29","V4.32","V4.33","V4.34","V2.35","V4.35"
"1",2.82578397212544,9.17073170731707,2.49668874172185,1.1,2.73049645390071,4.26134301270417,1.1,1.12980769230769,1.56953642384106,1.625,3.69191049913941,1.1,1.74537037037037,5.82851239669421,1.08805031446541,2.68862275449102,1.86949152542373,1.28200692041522,5.37962962962963,13.4567901234568,2.0958904109589,2.59963768115942,1.99284009546539,35.6819571865443,2.81459566074951,1.28421052631579,5.93911007025761,3.84102564102564,5.35869565217391,1.91282051282051,3.26459143968872,1.1,2.83116883116883,1.73333333333333,14.3585185185185,1.62903225806452,2.49782202862477,5.84246575342466,6.94711538461538,2.6031746031746,2.38333333333333,1.82352941176471,2.84035476718404,1.1,1.14385474860335,1.07154471544715,3.30498177399757,3.38636363636364,1.52530120481928,2.92771084337349,1.66138613861386,10.7713178294574,2.2,8.56626506024096,6.97959183673469,4.82352941176471,1.1,1.2,27.375,2.2972972972973,2.25213675213675,6.89230769230769,10.5056179775281,2.19620253164557,2.30780780780781,1.785,3.7219730941704,1.26829268292683,4.65217391304348,10.9787234042553,1.2,1.23972602739726,1.10344827586207,1.1,2.23303457106274,1.85585585585586,3.03826530612245,1.14922813036021,1.6390977443609,10.3069306930693,3.23357664233577,3.62234042553191,5.48695652173913,5.86206896551724,1.72028985507246,6.16810758885687,1.25373134328358,2.45731707317073,3.82736156351792,1.43960826985854,7.22044728434505,3.05311778290993,11.8427205100956,9.94082840236686,4.02409638554217,3.6135593220339,1.2,2.17647058823529,2.5309381237525,1.40725806451613,2.08695652173913,9.22666666666667,2.12883435582822,1.13934426229508,17.7976445396146,1.1,6.10958904109589,1.52819956616052,2.75795856493178,1.1,2.86195286195286,1.8936170212766,4.53789004457652,1.92817679558011,67.1204819277108,7.55707762557078,1.1,3.42774566473988,25.5933609958506,2.77358490566038,5.09043927648579,11.7118644067797,1.26142857142857,1.33137254901961
