"","V3","V2","V5","V4","V1","V1.1","V4.1","V2.1","V4.2","V2.2","V1.2","V5.1","V5.2","V3.1","V5.3","V4.3","V1.3","V1.4","V1.5","V3.2","V2.3","V1.6","V1.7","V3.3","V5.4","V2.4","V5.5","V1.8","V2.5","V4.4","V5.6","V4.5","V5.7","V1.9","V5.8","V4.6","V1.10","V1.11","V3.4","V4.7","V5.9","V2.6","V1.12","V4.8","V5.10","V1.13","V4.9","V4.10","V5.11","V4.11","V1.14","V3.5","V5.12","V3.6","V3.7","V1.15","V4.12","V1.16","V4.13","V2.7","V1.17","V3.8","V3.9","V4.14","V1.18","V5.13","V2.8","V2.9","V4.15","V1.19","V4.16","V2.10","V5.14","V5.15","V1.20","V4.17","V1.21","V5.16","V2.11","V3.10","V1.22","V1.23","V2.12","V3.11","V1.24","V3.12","V1.25","V5.17","V5.18","V5.19","V1.26","V5.20","V3.13","V3.14","V4.18","V4.19","V5.21","V2.13","V5.22","V1.27","V4.20","V2.14","V4.21","V2.15","V1.28","V4.22","V2.16","V1.29","V3.15","V4.23","V4.24","V1.30","V3.16","V3.17","V4.25","V3.18","V4.26","V2.17","V1.31","V5.23","V3.19","V2.18","V5.24","V1.32"
"1",6.67441860465116,1.34426229508197,1.17054263565891,1,1.28767123287671,1.3373786407767,1,2.66666666666667,2.359375,1.84615384615385,1.57027027027027,1,2.01869158878505,1.82641509433962,3.45652173913043,1.02453987730061,2.74418604651163,1.56639566395664,1.06930693069307,1.52830188679245,3.65,4.05882352941176,3.52100840336134,1.76756756756757,1.04106776180698,1.52406417112299,1.18611111111111,2.85365853658537,3.17241379310345,1.93069306930693,9.75949367088607,1,1.06944444444444,2.63736263736264,7.18085106382979,3,2.55079365079365,4.19540229885058,2.53658536585366,1.125,1.29032258064516,1.30769230769231,4.2952380952381,1,6.50909090909091,4.58955223880597,2.37175792507205,1.88571428571429,2.71241830065359,1.12925170068027,3.63309352517986,1.02380952380952,1.47368421052632,1.53703703703704,1.58064516129032,1.00740740740741,1,2.30769230769231,3.02958579881657,2.24242424242424,2.48936170212766,1.5,2.61764705882353,1.264,1.82967032967033,4.54545454545455,1.97345132743363,1.36666666666667,1.76923076923077,1.09302325581395,4.53125,3.1063829787234,1.90510948905109,1,3.24066390041494,1.54166666666667,5.36986301369863,1.35266821345708,2.14516129032258,3.83544303797468,2.95076923076923,2.68571428571429,2.94871794871795,1.55357142857143,1.58986175115207,2.25813449023861,1.70918367346939,1.06493506493506,1.25819672131148,7.1796875,2.17361111111111,1.36593059936909,1.12425328554361,5.04477611940298,1.22058823529412,3.42227378190255,1.02941176470588,2.83333333333333,2.65079365079365,3.92094861660079,3.28571428571429,1.02739726027397,2.67213114754098,2.74157303370787,3.24305555555556,1,1.25429553264605,2.06726457399103,3.57866184448463,1,1.92857142857143,1.23684210526316,4.10365853658537,1.34074074074074,2.50251256281407,1.47972972972973,1,2.18987341772152,1.39306358381503,1.29268292682927,3.36521739130435,1.59459459459459,1.84210526315789,2.28699551569507
