"","V2","V5","V3","V1","V5.1","V1.1","V5.2","V3.1","V2.1","V5.3","V1.2","V5.4","V1.3","V5.5","V3.2","V3.3","V3.4","V4","V4.1","V2.2","V1.4","V3.5","V5.6","V3.6","V1.5","V3.7","V5.7","V2.3","V1.6","V5.8","V5.9","V3.8","V1.7","V2.4","V3.9","V2.5","V3.10","V5.10","V3.11","V2.6","V1.8","V4.2","V3.12","V4.3","V5.11","V4.4","V3.13","V3.14","V3.15","V4.5","V4.6","V1.9","V3.16","V5.12","V4.7","V3.17","V3.18","V5.13","V3.19","V1.10","V4.8","V2.7","V2.8","V2.9","V1.11","V3.20","V3.21","V4.9","V4.10","V3.22","V5.14","V5.15","V1.12","V5.16","V2.10","V1.13","V2.11","V3.23","V2.12","V2.13","V3.24","V4.11","V3.25","V1.14","V5.17","V2.14","V2.15","V5.18","V4.12","V3.26","V3.27","V1.15","V2.16","V3.28","V5.19","V3.29","V3.30","V1.16","V2.17","V5.20","V5.21","V5.22","V2.18","V3.31","V5.23","V3.32","V3.33","V4.13","V1.17","V3.34","V5.24","V4.14","V3.35","V1.18","V2.19","V3.36","V2.20","V3.37","V1.19","V2.21","V1.20","V4.15","V4.16","V1.21","V4.17","V3.38","V3.39","V2.22","V4.18","V1.22","V2.23"
"1",1.55555555555556,1.56862745098039,1.32258064516129,1.28834355828221,1.29565217391304,1.16666666666667,1.65,2.990625,1.02409638554217,1.48275862068966,2.19607843137255,1.25268817204301,5.265625,2.90909090909091,1.40677966101695,2.884,2.0355871886121,1.14705882352941,3.53174603174603,1.37915407854985,2.8359133126935,1.6,1,2.62820512820513,1.27280858676208,1.20779220779221,2.19047619047619,1.31818181818182,1.0139211136891,2.20909090909091,1.24489795918367,2.59574468085106,1.54455445544554,1.63422818791946,1.14772727272727,1.85276073619632,1.19230769230769,3.68789808917197,2.0327868852459,1.14285714285714,1.8448275862069,1,1.06818181818182,1,2.22535211267606,1.08823529411765,1.0952380952381,1.61111111111111,1.04819277108434,1.02298850574713,1.14516129032258,1.32835820895522,1.20454545454545,1.046875,1.38461538461538,1.67058823529412,4.43611111111111,1.03174603174603,1.32432432432432,1.01449275362319,1,2.52688172043011,1.19512195121951,1.42857142857143,1.24770642201835,1.47058823529412,1.06748466257669,1,1.10666666666667,1.46666666666667,1.0625,1,3.85185185185185,1.46875,2.98529411764706,2.04166666666667,3.9375,1.08045977011494,4.44674556213018,1.55450874831763,5.16666666666667,1.11764705882353,3.1820580474934,1.01092896174863,1.35114503816794,1.73241852487136,2.51918735891648,2.38252148997135,1.26923076923077,1.16666666666667,3.48936170212766,3.16666666666667,2.78125,1.18,1.11538461538462,1.33333333333333,2.48412698412698,2.49431818181818,1.23255813953488,1.93617021276596,1.49158249158249,1.40875912408759,1.01449275362319,1.95121951219512,1.17213114754098,1.83592400690846,1.37662337662338,1.88571428571429,1.10169491525424,1.26923076923077,1.63636363636364,1.453125,1.80612244897959,1.27710843373494,5.46440677966102,1.28070175438596,1.57594936708861,3.48888888888889,1.1890756302521,2.29054054054054,1.74671052631579,1.48076923076923,1.99431818181818,2,1,1.30188679245283,1.04210526315789,1.3984375,1.00769230769231,1.16486486486486,1.1864406779661
