"","V1","V1.1","V1.2","V5","V1.3","V4","V4.1","V2","V1.4","V2.1","V2.2","V2.3","V2.4","V3","V5.1","V2.5","V5.2","V1.5","V2.6","V4.2","V2.7","V5.3","V2.8","V5.4","V2.9","V1.6","V3.1","V4.3","V3.2","V4.4","V1.7","V1.8","V5.5","V3.3","V1.9","V4.5","V2.10","V3.4","V5.6","V1.10","V4.6","V5.7","V1.11","V5.8","V3.5","V5.9","V4.7","V1.12","V5.10","V2.11","V5.11","V4.8","V5.12","V1.13","V1.14","V5.13","V2.12","V1.15","V5.14","V5.15","V5.16","V3.6","V1.16","V1.17","V4.9","V5.17","V1.18","V5.18","V1.19","V2.13","V3.7","V1.20","V2.14","V3.8","V1.21","V3.9","V1.22","V1.23","V1.24","V5.19","V5.20","V2.15","V5.21","V3.10","V3.11","V4.10","V3.12","V3.13","V5.22","V1.25","V5.23","V3.14","V1.26","V2.16","V1.27","V1.28","V1.29","V3.15","V4.11","V1.30","V4.12","V2.17","V4.13","V1.31","V1.32","V5.24","V1.33","V2.18","V2.19","V2.20","V1.34","V5.25","V5.26","V4.14","V3.16","V5.27","V4.15","V2.21","V2.22","V5.28","V5.29","V1.35","V5.30","V2.23","V5.31","V1.36","V5.32","V4.16","V5.33","V3.17","V5.34"
"1",2.67142857142857,1.8375,2.53658536585366,1.20952380952381,1.67785234899329,1.46082949308756,1.74242424242424,7.55381400208986,1.85882352941176,6.51162790697674,11.0625,3.83047210300429,4.23145400593472,1.55729166666667,1.36947791164659,7.72260748959778,2.36013986013986,3.30769230769231,10.5752808988764,1.81380065717415,1.34497816593886,2.30357142857143,1.1,1.25853658536585,1.27898805340829,1.55913978494624,4.67934782608696,1.50702426564496,1.21739130434783,4.16872427983539,2.72131147540984,1.60655737704918,1.32692307692308,1.6694045174538,1.21782178217822,4.89072847682119,17.2096774193548,1.96718480138169,1.10483870967742,35.1,2.78504672897196,1.1,2.48936170212766,1.1,1.72151898734177,2.44594594594595,1.08695652173913,1.85057471264368,3.96551724137931,2.187265917603,1.98591549295775,1.04494382022472,5.49056603773585,1.38805970149254,2.59259259259259,4.29577464788732,3.66812773951158,1.46153846153846,1.85714285714286,2.55714285714286,1.1,1.61276595744681,1.6530612244898,1.464,1.20588235294118,2.08,1.5,1.1,1.46987951807229,4.8030303030303,1.76470588235294,2.125,4.15064102564103,1.23404255319149,1.07389162561576,1.86734693877551,2.1547619047619,1.37234042553191,1.16766467065868,1.63463203463203,1.43548387096774,1.31578947368421,1.6849087893864,1,9.4774011299435,2.21782178217822,1.48118279569892,1.32230907997595,5.90909090909091,1.47321428571429,2.30792682926829,2.64912280701754,1.40449438202247,1.51694915254237,1.20689655172414,1.92105263157895,1.40575079872204,1.08428246013667,6.43396226415094,1.64835164835165,2.79458239277652,3.61139896373057,20.1857142857143,2.1875,2.11888111888112,1.92568203198495,1.57547169811321,6.44848484848485,5.15384615384615,5.04545454545454,1.02777777777778,2.55913978494624,3.42033898305085,2.0377358490566,3.27915632754342,2.72602739726027,2.44979919678715,1.30254777070064,5.80683156654888,5.94247787610619,2.31450094161959,2.97402597402597,1.02279202279202,1.52197802197802,1.2,1.50724637681159,4.50505050505051,4.21787709497207,2.68702290076336,1.39211136890951,1.18571428571429
