"","V1","V3","V1.1","V1.2","V4","V1.3","V5","V5.1","V1.4","V4.1","V1.5","V1.6","V3.1","V3.2","V1.7","V4.2","V1.8","V3.3","V3.4","V3.5","V4.3","V4.4","V1.9","V5.2","V5.3","V1.10","V4.5","V4.6","V4.7","V2","V5.4","V4.8","V1.11","V2.1","V3.6"
"1",4.88709677419355,2.17745302713987,1.04347826086957,1.25882352941176,1,1.96296296296296,2.50159744408946,4.26760563380282,2.36842105263158,1.09090909090909,1.54545454545455,1.40275049115914,2.6353711790393,1.52941176470588,1.03333333333333,1.25,4.53468208092486,1.1,1.51807228915663,6.92307692307692,3.71794871794872,3.64444444444444,1.22857142857143,5.19469026548673,3.8125,2.1685393258427,1.41748768472906,1.47169811320755,1.26984126984127,24.0769230769231,1.11637931034483,4.592,1.86136363636364,16.0852272727273,2.44016506189821
