"","V4","V5","V3","V3.1","V3.2","V3.3","V3.4","V4.1","V4.2","V5.1","V4.3","V3.5","V4.4","V4.5","V5.2","V1","V2","V5.3","V2.1","V4.6","V5.4","V2.2","V5.5","V4.7","V2.3","V2.4","V3.6","V1.1","V1.2","V5.6","V1.3","V2.5","V4.8","V3.7","V4.9"
"1",1.61038961038961,1.12705882352941,1,3.05755395683453,1,1.03846153846154,2.05921052631579,1.16393442622951,1.08571428571429,1,2.89473684210526,1.26302729528536,1.86938775510204,1.03030303030303,1.11111111111111,1.11111111111111,1.26739926739927,1,1.59615384615385,1.06432748538012,1.69565217391304,1.45161290322581,1.12903225806452,1.4125,1.14285714285714,1.27142857142857,2.41666666666667,1.26190476190476,2.03225806451613,1.04597701149425,1.05215419501134,2.57731958762887,1.0377358490566,1.13548387096774,1.57700650759219
