"","V1","V2","V1.1","V4","V2.1","V1.2","V5","V5.1","V1.3","V2.2","V5.2","V1.4","V5.3","V1.5","V3","V5.4","V4.1","V4.2","V1.6","V2.3","V2.4","V1.7","V4.3","V2.5","V5.5","V5.6","V2.6","V1.8","V4.4","V4.5","V4.6","V4.7","V5.7","V2.7","V5.8","V1.9","V1.10","V1.11","V2.8","V1.12","V5.9","V1.13","V1.14","V4.8","V5.10","V4.9","V2.9","V5.11","V5.12","V1.15","V4.10","V2.10","V4.11","V2.11","V4.12","V2.12","V1.16","V2.13","V1.17"
"1",1.06976744186047,1.97368421052632,1.05,1.22270742358079,1.09756097560976,1.09420289855072,1.16129032258065,1.07017543859649,1.45283018867925,1.77272727272727,1,1.1304347826087,2.05102040816327,1.37142857142857,1.27272727272727,1.7,3.57894736842105,1.19047619047619,1.06060606060606,1.14035087719298,1.52941176470588,1.16216216216216,1.76666666666667,2.92592592592593,1.26666666666667,1.26315789473684,1.62745098039216,1.07317073170732,1.01408450704225,1.01818181818182,1.26829268292683,1.1,1,2.74242424242424,1.78688524590164,1.23529411764706,1.65217391304348,1.2875,1.23333333333333,1.93939393939394,2.48780487804878,1.47368421052632,1.31952662721893,1.13,1,1.3,1.68253968253968,1.39622641509434,1.10204081632653,1.12068965517241,1,1.2,1,1,1.03333333333333,1.36363636363636,1.17307692307692,2.06896551724138,2.58064516129032
