"","V3","V4","V4.1","V2","V3.1","V3.2","V5","V2.1","V4.2","V5.1","V3.3","V5.2","V4.3","V4.4","V3.4","V5.3","V5.4","V5.5","V5.6","V5.7","V4.5","V3.5","V4.6","V3.6","V5.8","V5.9","V5.10","V2.2","V5.11","V4.7","V5.12","V5.13","V5.14","V4.8","V2.3","V4.9","V5.15","V4.10","V2.4","V3.7","V2.5","V3.8","V3.9","V3.10","V5.16","V2.6","V4.11","V5.17","V3.11","V4.12","V3.12","V4.13","V4.14","V4.15","V2.7","V3.13","V5.18","V5.19","V3.14","V3.15","V3.16","V4.16","V5.20","V5.21","V3.17","V5.22","V2.8","V5.23","V4.17","V3.18","V3.19","V3.20","V5.24","V3.21","V5.25","V5.26","V2.9","V2.10","V5.27","V2.11","V4.18","V5.28","V3.22","V2.12","V2.13","V3.23","V3.24","V5.29","V2.14","V4.19","V5.30","V5.31","V3.25","V5.32","V3.26","V2.15","V2.16","V5.33","V4.20","V5.34","V5.35","V4.21","V2.17","V5.36","V2.18","V3.27","V2.19","V4.22","V2.20","V3.28"
"1",1.34653465346535,1.13333333333333,1.66666666666667,1.10714285714286,1.44827586206897,1.9390243902439,1,1.41935483870968,1.26086956521739,1.8936170212766,6.03676470588235,1.35555555555556,1.13333333333333,2.03846153846154,1.24603174603175,1,1.3780487804878,1.38461538461538,1,1.11764705882353,1.31111111111111,1.2972972972973,2.14545454545455,1.0506329113924,1.92517006802721,1,1.12820512820513,1.16666666666667,1.15151515151515,1.31889763779528,2.95419847328244,1,1.56540697674419,1.09876543209877,1.29411764705882,1.17647058823529,1,1.6551724137931,1.76470588235294,2.19178082191781,1.50505050505051,1.1875,1.64814814814815,1.31034482758621,1,1.05479452054795,1.1,1,2.07446808510638,1.14285714285714,1.71428571428571,1.76923076923077,1,1.15217391304348,1.05405405405405,1.4140625,1,1,1.10526315789474,2.11,1.33153638814016,1.04081632653061,1,4.51502145922747,1.375,2.15270935960591,1.10084033613445,1,1.08235294117647,1.02747252747253,1.00622222222222,1.23863636363636,1,1.84210526315789,1.75409836065574,1.4,1.27083333333333,1.73684210526316,1.23076923076923,1.36363636363636,1.75294117647059,1,2.91666666666667,1.8974358974359,1.25,2.3968253968254,1.13513513513514,1.93548387096774,1.26153846153846,2.8780487804878,7.4,1.21276595744681,1.34426229508197,1,1.41666666666667,3.8034188034188,1.23949579831933,1,1.2962962962963,1,1,1.17073170731707,1.21052631578947,1,1.15384615384615,1.35365853658537,1.67391304347826,1,1.46875,1.475
