"","Topic 1","Topic 2","Topic 3","Topic 4","Topic 5"
"1","een","spin","think","state","comput"
"2","het","color","quantum","qubit","quantum"
"3","van","talk","particl","quantum","qubit"
"4","dat","understand","actual","comput","use"
"5","die","video","wave","bit","algorithm"
"6","zijn","learn","now","zero","system"
"7","met","work","physic","actual","problem"
"8","dit","brain","mechan","use","classic"
"9","qubit","creat","realli","gate","data"
"10","kunnen","discuss","don","oper","time"
"11","voor","system","inform","now","power"
"12","deze","electron","someth","program","solv"
"13","kan","time","time","call","key"
"14","quantumcomput","transistor","experi","time","number"
"15","niet","use","sort","let","work"
"16","dan","communic","world","measur","differ"
"17","hebben","comput","call","probabl","electron"
"18","naar","dot","idea","valu","simul"
"19","worden","physic","littl","classic","today"
"20","wat","blue","univ","number","year"
"21","maar","consid","happen","code","need"
"22","door","peopl","light","function","build"
"23","ook","process","tri","realli","machin"
"24","aan","word","measur","input","larg"
"25","klassiek","control","atom","write","current"
"26","ander","combin","entangl","problem","bit"
"27","twee","architectur","mani","languag","public"
"28","wordt","light","good","learn","field"
"29","veel","neutron","let","first","perform"
"30","dus","research","talk","pretti","materi"
"31","uit","human","mayb","work","secur"
"32","alic","machin","mean","set","ibm"
"33","bob","green","possibl","start","research"
"34","nodig","chip","photon","error","chip"
"35","gebruiken","first","understand","okay","possibl"
"36","hoe","god","find","singl","atom"
"37","zou","mani","theori","question","base"
"38","mogelijk","believ","space","mean","inform"
"39","tot","energi","hard","need","bitcoin"
"40","staat","need","peopl","yes","alreadi"
"41","verstrengel","now","doesn","appli","processor"
"42","verstrengeld","build","probabl","flip","molecul"
"43","lineair","domain","slit","squar","scale"
"44","maken","quantum","basic","matrix","better"
"45","quantuminternet","level","work","differ","long"
"46","elk","optic","describ","entangl","mani"
"47","laten","thank","differ","someth","point"
"48","zeer","devic","exact","vector","tri"
"49","bijvoorbeeld","technolog","interest","answer","billion"
"50","zien","term","sen","output","exampl"
"51","bij","watch","black","end","first"
"52","eerst","don","einstein","give","process"
"53","grote","spirit","hole","send","applic"
"54","wie","abl","everyth","collap","encrypt"
"55","char","dimen","answer","instruct","million"
"56","china","made","tell","qbit","ion"
"57","tussen","neuromorph","name","four","mean"
"58","doen","repr","use","product","anoth"
"59","fase","scientist","question","sort","complex"
"60","zoal","form","start","superposit","develop"
"61","heeft","basi","number","think","futur"
"62","hier","focus","state","equal","superposit"
"63","internet","multipl","big","control","type"
"64","link","part","ask","correct","amount"
"65","moeten","photon","direct","system","connect"
"66","aantal","websit","mathemat","simul","fact"
"67","algoritm","neuron","scienc","don","second"
"68","gebruikt","oper","seem","phase","engin"
"69","toestand","scienc","half","chang","googl"
"70","vergelijkingen","final","anyth","real","hash"
"71","vinden","neural","cour","chanc","approach"
"72","circuit","shape","fundament","basic","energi"
"73","maakt","base","place","rever","level"
"74","paar","person","machin","case","superconduct"
"75","waar","speed","bit","negat","temperatur"
"76","zal","bring","give","softwar","abl"
"77","zelf","diamond","natur","factor","calcul"
"78","zullen","point","turn","particular","generat"
"79","betek","side","equat","show","technolog"
"80","gaan","size","pictur","pul","address"
"81","hun","channel","year","term","becom"
"82","iet","core","togeth","constant","layer"
"83","kunt","may","well","develop","break"
"84","nog","path","yes","talk","chemistri"
"85","omdat","studi","matter","alway","element"
"86","princip","race","observ","anyon","high"
"87","steed","silicon","everi","interest","cryptographi"
"88","toepassingen","design","human","import","digit"
"89","voeren","import","classic","order","electr"
"90","wil","mean","individu","hadamard","faster"
"91","wilt","view","line","repr","allow"
"92","afstand","block","noth","space","blockchain"
"93","alleen","chang","point","step","microwav"
"94","elkaar","never","found","exampl","provid"
"95","kilomet","seri","wonder","good","signatur"
"96","lang","specif","anoth","ident","excit"
"97","nieuw","bodi","law","box","howev"
"98","snelheid","essenc","show","everi","mention"
"99","wanneer","holi","last","build","help"
"100","zouden","com","paper","yeah","task"
