"","V5","V1","V1.1","V5.1","V5.2","V2","V2.1","V3","V5.3","V3.1","V2.2","V4","V1.2","V5.4","V5.5","V2.3","V1.3","V1.4","V2.4","V1.5","V5.6","V5.7","V5.8","V5.9","V4.1","V3.2","V4.2","V5.10","V4.3","V3.3","V2.5","V1.6","V3.4","V5.11","V5.12","V5.13","V2.6","V3.5","V5.14","V4.4","V4.5","V5.15","V2.7","V5.16","V1.7","V4.6","V5.17","V1.8","V5.18","V5.19","V5.20","V1.9","V3.6","V5.21","V4.7","V5.22","V2.8","V1.10","V5.23","V5.24","V2.9","V3.7","V2.10","V3.8","V2.11","V4.8","V5.25","V2.12","V5.26","V4.9","V5.27","V4.10","V1.11","V5.28","V3.9","V1.12","V5.29","V1.13","V2.13","V5.30","V3.10","V2.14","V4.11","V5.31","V1.14","V4.12","V5.32","V2.15","V5.33","V3.11","V2.16","V4.13","V5.34","V1.15","V5.35","V3.12","V5.36","V2.17","V5.37","V2.18","V3.13","V5.38","V3.14","V2.19","V4.14","V4.15","V5.39","V1.16","V5.40","V4.16"
"1",3.33088235294118,30.7647058823529,26.48,2.83870967741935,2.54761904761905,2.26415094339623,1.1,5.59090909090909,1.51724137931034,1.02247191011236,1.77771010962241,3.68852459016393,15.8235294117647,1.90566037735849,2.35031847133758,1.1,1.9646017699115,31.3333333333333,1.1,43.0526315789474,1.44067796610169,1.54166666666667,6.45762711864407,2.93975903614458,1.01413427561837,1.22727272727273,3.29545454545455,1.66666666666667,2,14.5522388059701,2.7390180878553,31.4615384615385,2.24419684308264,1.73408239700375,1.90909090909091,6.92,1.1,1.27083333333333,1.31666666666667,7.5578125,1.23154362416107,2.15789473684211,1.26966292134831,1.52631578947368,1.1,3.49350649350649,1,1.1,1.90769230769231,2.825,1.79166666666667,14.695652173913,9.72340425531915,3.10377358490566,5.71794871794872,1.88950276243094,1.1,1.1,1.57142857142857,1.21327014218009,1.30566801619433,1.17647058823529,1.1,2.03707224334601,1.18181818181818,2.4324942791762,2.92366412213741,2.61538461538462,1.26086956521739,1.3048128342246,1.6916961130742,3.20795107033639,17.6875,1.94285714285714,4.58878504672897,11.5238095238095,1.70491803278689,4.3030303030303,2.7,1.01111111111111,1.96644295302013,1.1,1.32,1.35135135135135,3.18333333333333,2.14569536423841,4.02380952380952,2.025,1.04878048780488,2.63559322033898,1.00900900900901,7.57894736842105,3.29268292682927,93.7333333333333,5.88235294117647,1.04044943820225,2.09491525423729,1.1,6.7,1.1,1.15789473684211,1.77083333333333,1.34782608695652,1.1,4.15555555555556,7.12612612612613,1.11688311688312,35,1.06382978723404,5.17514124293785
