"","V5","V5.1","V2","V1","V5.2","V2.1","V4","V1.1","V5.3","V1.2","V3","V1.3","V1.4","V1.5","V3.1","V5.4","V5.5","V4.1","V5.6","V1.6","V4.2","V1.7","V2.2","V1.8","V3.2","V4.3","V4.4","V1.9","V5.7","V5.8","V2.3","V2.4","V2.5","V2.6","V2.7","V5.9","V1.10","V5.10","V1.11","V3.3","V3.4","V5.11","V4.5","V2.8","V2.9","V1.12","V4.6","V5.12","V1.13","V1.14","V1.15","V3.5","V1.16","V3.6","V5.13","V3.7","V1.17","V4.7","V1.18","V3.8","V2.10","V3.9","V2.11","V3.10","V3.11","V3.12","V4.8","V5.14","V2.12","V5.15","V1.19","V5.16","V4.9","V1.20","V1.21","V2.13","V1.22","V5.17","V4.10","V2.14","V2.15","V3.13","V2.16","V4.11","V2.17","V5.18","V4.12","V5.19","V5.20","V4.13","V5.21","V5.22","V5.23","V5.24","V5.25","V2.18","V3.14","V2.19","V3.15","V4.14","V3.16","V2.20","V2.21","V5.26","V1.23","V4.15","V1.24","V2.22","V1.25","V2.23","V3.17","V5.27","V1.26","V3.18","V3.19","V5.28","V5.29","V5.30","V4.16","V4.17","V4.18","V1.27","V5.31","V2.24"
"1",1.1025641025641,4.38202247191011,1.48469387755102,2.20383693045564,1,1.71515151515152,2.48205128205128,10.3170731707317,2.30288461538461,1.98181818181818,1.28571428571429,3.93150684931507,1.1304347826087,14.38,1.31578947368421,2.97905759162304,1.21159420289855,1,1,3.20867208672087,1.52083333333333,3.47388059701493,1.63087248322148,7.94117647058823,1.06060606060606,3.70689655172414,4.3887323943662,4.35820895522388,1.01351351351351,1,1.14102564102564,1.41666666666667,1.20183486238532,1.48056537102474,1.0337552742616,1.13753581661891,8.27777777777778,1.97443181818182,1.1340206185567,1.71333333333333,2.05286343612335,1.39130434782609,1.21052631578947,1.6544502617801,1.50442477876106,4.28125,1.22516556291391,3.05882352941176,1.36448598130841,2.60869565217391,1.97916666666667,1.30614973262032,4.725,1.29508196721311,1.08961474036851,2.69117647058824,6.47014925373134,2.40304182509506,1.48967551622419,2.76079734219269,2.36842105263158,5.09708737864078,3.82022471910112,2.672,2.28915662650602,3.15492957746479,1.01253918495298,1.35185185185185,1.16037735849057,1.15658362989324,1.37569060773481,2.16748768472906,1.85714285714286,6.75,1.22304832713755,1.44565217391304,1.58218232044199,1.71848739495798,1.32467532467532,2.57360406091371,1.203125,1.49411764705882,2.21761658031088,4.81818181818182,1.29717514124294,1.51764705882353,2.95035460992908,2.34078212290503,2.78947368421053,4.67857142857143,1.21030042918455,2.62666666666667,1.18032786885246,1.27374301675978,1.0952380952381,1.24183006535948,1.3125,1.75294117647059,1.11969111969112,9.50574712643678,5.27922077922078,1.56446991404011,1.50632911392405,1.30045871559633,1.67757009345794,5.06474820143885,23.6811594202899,1.22222222222222,12.6071428571429,1.625,1.50819672131148,1.11621621621622,3.21875,1.28666666666667,1.28947368421053,2.11904761904762,1.19230769230769,1.44808743169399,2.17241379310345,1.33175355450237,4.4021164021164,1.00877192982456,2.10084033613445,1.3125
