"","V1","V2","V3","V4","V5"
"1",0.521172638436482,0.117263843648208,0.0944625407166124,0.127035830618893,0.140065146579805
"2",0.442972077614766,0.0842404164694747,0.0615238996687175,0.0421202082347373,0.369143398012305
"3",0.0423583285632513,0.333142530051517,0.224384659416142,0.0280480824270177,0.372066399542072
"4",0.356201550387597,0.413565891472868,0.0251937984496124,0.0434108527131783,0.161627906976744
"5",0.196078431372549,0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549
"6",0.155002348520432,0.265852512916862,0.154532644434007,0.0469704086425552,0.377642085486144
"7",0.773155027241209,0.046310054482417,0.0123823675086677,0.119861317483903,0.0482912332838039
"8",0.368788142981691,0.033129904097646,0.035745422842197,0.535745422842197,0.0265911072362685
"9",0.116985376827897,0.46400449943757,0.110236220472441,0.0393700787401575,0.269403824521935
"10",0.14572192513369,0.0735294117647059,0.0548128342245989,0.679144385026738,0.0467914438502674
"11",0.337078651685393,0.157303370786517,0.202247191011236,0.146067415730337,0.157303370786517
"12",0.201121233356692,0.051156271899089,0.0427470217238963,0.0301331464611072,0.674842326559215
"13",0.273684210526316,0.242105263157895,0.0526315789473684,0.329824561403509,0.101754385964912
"14",0.159246954595792,0.0110741971207087,0.81672203765227,0.00487264673311185,0.00808416389811739
"15",0.667420814479638,0.107466063348416,0.141402714932127,0.0486425339366516,0.0350678733031674
"16",0.0840299164100308,0.0783106027276727,0.543774747030356,0.0435547734271887,0.250329960404751
"17",0.0786773090079818,0.0246294184720639,0.786316989737742,0.0150513112884835,0.0953249714937286
"18",0.764676367285499,0.0632212744606121,0.056196688409433,0.0632212744606121,0.0526843953838435
"19",0.196078431372549,0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549
"20",0.225437928408225,0.603579588728104,0.0331302361005331,0.0702589489718203,0.0675932977913176
"21",0.674698795180723,0.0920043811610077,0.062157721796276,0.139923329682366,0.0312157721796276
"22",0.309199601461309,0.46861507804716,0.0508136831617403,0.0823646629026901,0.0890069744271006
"23",0.0754614549402823,0.131921824104235,0.0564603691639522,0.0808903365906623,0.655266015200869
"24",0.330477356181151,0.0373317013463892,0.0416156670746634,0.567319461444308,0.0232558139534884
"25",0.064327485380117,0.680555555555556,0.10233918128655,0.0562865497076023,0.0964912280701754
"26",0.0325581395348837,0.713953488372093,0.0418604651162791,0.166666666666667,0.0449612403100775
"27",0.409901985423473,0.0892183965820558,0.0459914551394823,0.391555667253079,0.06333249560191
"28",0.243333333333333,0.0325,0.0558333333333333,0.638333333333333,0.03
"29",0.121890547263682,0.18407960199005,0.45771144278607,0.0497512437810945,0.186567164179104
"30",0.196078431372549,0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549
"31",0.139285714285714,0.158928571428571,0.0446428571428571,0.619642857142857,0.0375
"32",0.339882121807466,0.233791748526523,0.157170923379175,0.104125736738703,0.165029469548134
"33",0.118135838150289,0.141979768786127,0.626445086705202,0.0473265895953757,0.0661127167630058
"34",0.140845070422535,0.268245838668374,0.313060179257362,0.0966709346991037,0.181177976952625
"35",0.72341126111294,0.0806717155087257,0.0780375370431347,0.0530128416200198,0.0648666447151795
"36",0.116845180136319,0.490262901655307,0.169912366114898,0.0296981499513145,0.193281402142162
"37",0.263658482636585,0.0280911302809113,0.0218978102189781,0.654501216545012,0.0318513603185136
"38",0.147945205479452,0.160730593607306,0.328767123287671,0.0452054794520548,0.317351598173516
"39",0.0638051044083527,0.0562645011600928,0.0533642691415313,0.0330626450116009,0.793503480278422
"40",0.117216117216117,0.355311355311355,0.313797313797314,0.0305250305250305,0.183150183150183
"41",0.123369565217391,0.053804347826087,0.253260869565217,0.0608695652173913,0.508695652173913
"42",0.0321576763485477,0.08350622406639,0.0653526970954357,0.702800829875519,0.116182572614108
"43",0.0395952485701716,0.612846458424989,0.117025956885174,0.141663000439947,0.0888693356797184
"44",0.639354066985646,0.188995215311005,0.0340909090909091,0.0233253588516746,0.114234449760766
"45",0.0775018811136193,0.127915726109857,0.0850263355906697,0.0443942814145974,0.665161775771257
"46",0.139227642276423,0.032520325203252,0.0284552845528455,0.0289634146341463,0.770833333333333
"47",0.0859908883826879,0.0825740318906606,0.0632118451025057,0.105353075170843,0.662870159453303
"48",0.0884265279583875,0.0663198959687906,0.508452535760728,0.0663198959687906,0.270481144343303
"49",0.213138686131387,0.156204379562044,0.397080291970803,0.108029197080292,0.125547445255474
"50",0.33731553056922,0.078706957132818,0.34574841883345,0.108924806746311,0.129304286718201
"51",0.252851711026616,0.560456273764259,0.127756653992395,0.0285171102661597,0.0304182509505703
"52",0.0655177536770168,0.641806566632001,0.145149309166543,0.0363987520427871,0.111127618481652
"53",0.295197188598204,0.049199531433034,0.0624755954705193,0.562670831706365,0.0304568527918782
"54",0.0552238805970149,0.182089552238806,0.235820895522388,0.176119402985075,0.350746268656716
"55",0.043777217510887,0.273664909465964,0.367178546871419,0.0171900068760028,0.298189319275728
"56",0.689373297002725,0.0535876475930972,0.166212534059946,0.0617620345140781,0.0290644868301544
"57",0.412660637791528,0.0395049976201809,0.0637791527843884,0.0418848167539267,0.442170395049976
"58",0.401554404145078,0.136269430051813,0.0699481865284974,0.327461139896373,0.0647668393782383
"59",0.304033714629741,0.204093919325707,0.103552077062011,0.316676700782661,0.0716435881998796
"60",0.682712829025373,0.0317761441783258,0.197059520986483,0.0713777566990752,0.0170737491107422
"61",0.351390922401171,0.329428989751098,0.13909224011713,0.0805270863836018,0.0995607613469985
"62",0.0532934131736527,0.541916167664671,0.31437125748503,0.0287425149700599,0.0616766467065868
"63",0.0179704016913319,0.179704016913319,0.0375264270613108,0.0470401691331924,0.717758985200846
"64",0.109361329833771,0.0608048993875765,0.292213473315836,0.100174978127734,0.437445319335083
"65",0.0251479289940828,0.725591715976331,0.140532544378698,0.0473372781065089,0.0613905325443787
"66",0.0452604611443211,0.0426985482493595,0.191289496157131,0.0606319385140905,0.660119555935098
"67",0.153476064469569,0.08684147221554,0.0442626894394996,0.155400529227809,0.560019244647582
"68",0.0207226354941552,0.0860786397449522,0.749202975557917,0.0276301806588735,0.116365568544102
"69",0.103616813294233,0.120234604105572,0.669012707722385,0.0269794721407625,0.0801564027370479
"70",0.37529319781079,0.117279124315872,0.219702892885066,0.0336200156372166,0.254104769351056
"71",0.13016204913748,0.612650287506534,0.0920020909566126,0.0705697856769472,0.0946157867224255
"72",0.0668238993710692,0.373427672955975,0.0542452830188679,0.159591194968553,0.345911949685535
"73",0.807867494824017,0.0434782608695652,0.0356107660455487,0.0807453416149068,0.0322981366459627
"74",0.341911764705882,0.0330882352941176,0.0343137254901961,0.540032679738562,0.0506535947712418
"75",0.262779552715655,0.214856230031949,0.146166134185304,0.0718849840255591,0.304313099041534
"76",0.0265700483091787,0.160628019323671,0.0507246376811594,0.111111111111111,0.650966183574879
"77",0.317444921712623,0.440487737286961,0.0315920742690869,0.00983788277677705,0.200637383954552
"78",0.0586279098411134,0.757359280699594,0.0535780268505974,0.0296834585540091,0.100751324054687
"79",0.487854251012146,0.15587044534413,0.0465587044534413,0.206477732793522,0.103238866396761
"80",0.0880766926303176,0.303774715398442,0.0509286998202516,0.118034751348113,0.439185140802876
"81",0.803126994256541,0.0737077217613274,0.0255264837268666,0.0612635609444799,0.0363752393107849
"82",0.12645046117227,0.0139839333531687,0.188931865516215,0.00892591490627789,0.661707825052068
"83",0.729929459187101,0.143768894860598,0.0255290560967417,0.0359422237151495,0.0648303661404098
"84",0.478471801091571,0.0800485142510612,0.0303214069132808,0.385688295936931,0.0254699818071559
"85",0.795381062355658,0.0662817551963048,0.0496535796766744,0.0375866050808314,0.0510969976905312
"86",0.0190718372536554,0.518753973299428,0.0540368722186904,0.162110616656071,0.246026700572155
"87",0.567383918459796,0.0605889014722537,0.079841449603624,0.235560588901472,0.0566251415628539
"88",0.510857142857143,0.056,0.0914285714285714,0.102285714285714,0.239428571428571
"89",0.0268456375838926,0.0850111856823266,0.577181208053691,0.0738255033557047,0.237136465324385
"90",0.726577979054628,0.0396263798471554,0.0280215114633456,0.18539484857062,0.0203792810642513
"91",0.0480954213158907,0.0881108118507118,0.0896498653328203,0.665640631011928,0.108503270488649
"92",0.0865551067512983,0.574148874783612,0.0542412002308136,0.0577034045008656,0.22735141373341
"93",0.0869289340101523,0.553934010152284,0.154822335025381,0.0215736040609137,0.182741116751269
"94",0.146241830065359,0.0849673202614379,0.544934640522876,0.0375816993464052,0.186274509803922
"95",0.0833333333333333,0.494949494949495,0.159090909090909,0.0883838383838384,0.174242424242424
"96",0.0417376490630324,0.161839863713799,0.604770017035775,0.0613287904599659,0.130323679727428
"97",0.0153917910447761,0.0223880597014925,0.029384328358209,0.021455223880597,0.911380597014925
"98",0.085133418043202,0.189326556543837,0.0470139771283355,0.570520965692503,0.108005082592122
"99",0.212121212121212,0.158886158886159,0.237510237510238,0.0376740376740377,0.353808353808354
"100",0.49859022556391,0.0408834586466165,0.037593984962406,0.388627819548872,0.0343045112781955
"101",0.0645161290322581,0.0423125261834939,0.340594888981986,0.035609551738584,0.516966904063678
"102",0.102707474985285,0.160682754561507,0.0706297822248381,0.606827545615068,0.0591524426133019
"103",0.0661538461538462,0.122051282051282,0.718461538461538,0.0123076923076923,0.081025641025641
"104",0.440185341196293,0.183656276326874,0.11625947767481,0.02106149957877,0.238837405223252
"105",0.201007838745801,0.645296752519597,0.0153975363941769,0.119820828667413,0.0184770436730123
"106",0.5,0.0719461697722567,0.00914423740510697,0.364389233954451,0.054520358868185
"107",0.46433645922137,0.0196078431372549,0.00824097755044047,0.495311167945439,0.0125035521454959
"108",0.175824175824176,0.241758241758242,0.131868131868132,0.197802197802198,0.252747252747253
"109",0.436881188118812,0.0327970297029703,0.0346534653465347,0.470915841584158,0.0247524752475248
"110",0.0817941952506596,0.137203166226913,0.079155672823219,0.617414248021108,0.0844327176781003
"111",0.127254997562165,0.178449536811312,0.269137006338372,0.06045831301804,0.364700146270112
"112",0.109737248840804,0.569165378670788,0.142967542503864,0.0185471406491499,0.159582689335394
"113",0.272727272727273,0.537069726390115,0.0847308031774051,0.0661959399823478,0.0392762577228597
"114",0.146627565982405,0.0361681329423265,0.188660801564027,0.0469208211143695,0.581622678396872
"115",0.134867713486771,0.564530006453001,0.173908367390837,0.0207571520757152,0.105936760593676
"116",0.0540645663166083,0.0653442240373396,0.718397510696227,0.0237261765849864,0.138467522364839
"117",0.198473282442748,0.145038167938931,0.16030534351145,0.259541984732824,0.236641221374046
"118",0.0184904516520158,0.0554713549560473,0.836010912397696,0.00969990906335253,0.0803273719308882
"119",0.742729306487696,0.0380313199105145,0.0567673378076063,0.123322147651007,0.0391498881431767
"120",0.800307692307692,0.0649230769230769,0.0233846153846154,0.0864615384615385,0.0249230769230769
"121",0.694235588972431,0.0473684210526316,0.0155388471177945,0.208521303258145,0.0343358395989975
"122",0.0502622377622378,0.0498251748251748,0.835664335664336,0.0166083916083916,0.0476398601398601
"123",0.0474840538625089,0.0843373493975904,0.634301913536499,0.0566973777462792,0.177179305457123
"124",0.0564853556485356,0.131799163179916,0.652719665271967,0.0585774058577406,0.100418410041841
