"","V1","V1.1","V5","V2","V2.1","V5.1","V1.2","V4","V2.2","V4.1","V1.3","V5.2","V4.2","V3","V1.4","V3.1","V3.2","V1.5","V2.3","V2.4","V1.6","V2.5","V5.3","V4.3","V2.6","V2.7","V1.7","V4.4","V3.3","V2.8","V4.5","V1.8","V3.4","V3.5","V1.9","V2.9","V4.6","V3.6","V5.4","V2.10","V5.5","V4.7","V2.11","V1.10","V5.6","V5.7","V5.8","V3.7","V3.8","V3.9","V2.12","V2.13","V4.8","V5.9","V3.10","V1.11","V5.10","V1.12","V4.9","V1.13","V1.14","V2.14","V5.11","V5.12","V2.15","V5.13","V5.14","V3.11","V3.12","V1.15","V2.16","V2.17","V1.16","V4.10","V5.15","V5.16","V2.18","V2.19","V1.17","V5.17","V1.18","V5.18","V1.19","V1.20","V1.21","V2.20","V1.22","V1.23","V3.13","V1.24","V4.11","V2.21","V2.22","V3.14","V2.23","V3.15","V5.19","V4.12","V5.20","V1.25","V5.21","V4.13","V3.16","V1.26","V2.24","V1.27","V4.14","V5.22","V4.15","V4.16","V5.23","V2.25","V2.26","V5.24","V2.27","V3.17","V4.17","V3.18","V1.28","V1.29","V1.30","V3.19","V3.20","V3.21"
"1",3.72093023255814,1.2,1.11683848797251,1.16104461371056,1.1,1.42049469964664,6.4504132231405,1.45271867612293,1.7223382045929,4.6605504587156,1.66666666666667,3.35540069686411,1.20512820512821,5.12865090403338,4.72,2.17223198594025,8.2488038277512,12.0952380952381,1.1,2.67736486486486,4.82191780821918,1.515574650913,4.96707818930041,1.71666666666667,6.65,4.28372093023256,1.04685494223363,2.62328767123288,2.45333333333333,1.1,3.89887640449438,1.45378151260504,4.41221374045802,1.16706443914081,8.96734693877551,2.53652392947103,2.48238255033557,1.03597122302158,12.4363636363636,1.13229571984436,2.00858369098712,6.04910714285714,4.32608695652174,3.38291139240506,5.2,5.53649635036496,6.29189189189189,1.87980769230769,1.86301369863014,1.025,2.21654135338346,4.42169907881269,1.90608465608466,1.4873417721519,1.23136049192929,4.14754098360656,1.07151095732411,1.22626582278481,1.04158415841584,3.46450060168472,1.06666666666667,1.72380952380952,3.99411764705882,1.49700598802395,5.16315789473684,3.45089285714286,3.60371517027864,6.43835616438356,5.56422764227642,1.47692307692308,4.70682730923695,1.07954545454545,10.0051282051282,1.5794504181601,1.1580547112462,4.05263157894737,1.38760366652117,7.51711491442543,2.36274509803922,1.44575936883629,10.8961038961039,3.50236220472441,5.07710280373832,1.24056603773585,12,2.10852713178295,2.40865384615385,2.13365155131265,2.43396226415094,3.91908396946565,6.13475177304965,2.5253807106599,3.03125,2.92543859649123,2.84057971014493,3.73684210526316,31.015873015873,3.01342281879195,1.48965517241379,1.28295042321645,1.51783517835178,3.77655677655678,5.88655462184874,1.84303350970018,3.21030640668524,1.37215909090909,1.06670746634027,1.04545454545455,1.07790368271955,4.5,1.35507246376812,3.56658595641646,1.96925566343042,3.08290155440415,3.24613481756339,5.18820224719101,1.09677419354839,10.4075471698113,6.02267573696145,9.25622775800712,3.32932692307692,16.6260869565217,3.58,4.95238095238095
