"","V1"
"0000877890-13-000016_Business.txt",3
"0000877890-13-000016_Risk.txt",4
"0000877890-14-000007_Business.txt",3
"0000877890-14-000007_Risk.txt",4
"0000877890-15-000016_Business.txt",3
"0000877890-15-000016_Risk.txt",4
"0000877890-16-000184_Business.txt",3
"0000877890-16-000184_Risk.txt",4
"0000877890-18-000025_Business.txt",5
"0000877890-18-000025_Risk.txt",4
"0000877890-19-000035_Business.txt",1
"0000877890-19-000035_Risk.txt",4
"0000877890-20-000051_Business.txt",1
"0000877890-20-000051_Risk.txt",4
