"","V3","V4","V3.1","V4.1","V3.2","V4.2","V3.3","V4.3","V5","V4.4","V1","V4.5","V1.1","V4.6"
"1",1.9920814479638,1.32477788746298,2.05524239007892,1.16206261510129,2.03096330275229,1.19512195121951,1.20754716981132,1.0704845814978,1.149377593361,2.07002801120448,1.23142050799624,1.95966620305981,1.50627137970353,2.01646090534979
