"","V5","V2","V5.1","V5.2","V4","V5.3","V4.1","V5.4","V3","V5.5","V5.6","V1","V5.7","V3.1","V5.8","V3.2","V5.9","V3.3","V5.10"
"1",3.33333333333333,9.34146341463415,5.19047619047619,6.51162790697674,5.2280701754386,10.32,3.47645429362881,10.5,1.03658536585366,9.375,9,4.3030303030303,11.6,2.79493670886076,10.6,3.42293906810036,9.6875,3.08787878787879,7.55
