"","V2","V5","V2.1","V2.2","V1","V4","V1.1","V2.3","V1.2","V2.4","V2.5","V2.6","V2.7","V1.3","V4.1","V1.4","V2.8","V1.5","V4.2"
"1",1.58823529411765,1.17142857142857,1.16666666666667,1.8695652173913,2.375,1.04166666666667,2.09883720930233,1.15789473684211,2.48484848484848,1.06666666666667,1.13333333333333,1.65,1.07142857142857,4.70238095238095,1.07142857142857,6.64285714285714,1.06666666666667,2.42647058823529,1.25
