"","V1","V1.1","V1.2","V2","V5","V4","V1.3","V2.1","V1.4","V3","V1.5","V5.1","V4.1","V1.6","V4.2","V3.1","V5.2","V3.2","V4.3","V4.4","V1.7","V1.8","V3.3","V4.5","V4.6","V4.7","V5.3","V5.4","V2.2","V3.4","V5.5","V4.8","V3.5","V5.6","V1.9","V5.7","V5.8","V4.9","V1.10","V3.6","V3.7","V3.8","V1.11","V3.9","V5.9","V4.10","V5.10","V4.11","V5.11","V3.10","V1.12","V4.12","V4.13","V1.13","V1.14","V3.11","V5.12","V1.15","V3.12","V4.14","V5.13","V5.14","V3.13","V2.3","V1.16","V5.15","V4.15","V1.17","V4.16","V3.14","V3.15","V3.16","V3.17","V5.16","V3.18","V4.17","V1.18","V2.4","V3.19","V4.18","V3.20","V3.21","V4.19","V3.22","V3.23","V3.24","V2.5","V1.19","V1.20","V1.21","V4.20","V4.21","V3.25","V1.22","V3.26","V1.23","V1.24","V3.27","V2.6","V3.28","V1.25","V5.17","V4.22","V2.7","V5.18","V5.19","V5.20","V4.23","V5.21","V3.29"
"1",1.06976744186047,2.33333333333333,5.2406015037594,19.2205128205128,2.30769230769231,1.125,2.54814814814815,1.24,2.28,2.71428571428571,3.44827586206896,1.18918918918919,1.41860465116279,1.18,1.2,6.84745762711864,6.48717948717949,1.11157024793388,1.13157894736842,5.79310344827586,1.1,1.1,1.04672897196262,3.53100775193798,4.1588785046729,1.08,1,5.68235294117647,14.8029739776952,4.6,6.86852589641434,8.04237288135593,2.34090909090909,1.1,1.1,1.47658402203857,1.85897435897436,1.10457516339869,1.1,1.13157894736842,1.36842105263158,1.21875,1.1,2.64,1.07352941176471,1.35294117647059,1.23529411764706,2.03333333333333,2.44652406417112,2.58709677419355,1.1,1.02015113350126,3.65957446808511,3,1.3953488372093,1.08910891089109,2.62745098039216,1.66315789473684,1.34782608695652,1.07692307692308,5.73684210526316,1.01851851851852,1.41935483870968,1.36123348017621,1.1,1.22058823529412,3.78851174934726,1.07407407407407,1.45703125,1,3.94857142857143,1.60526315789474,1.73794549266247,1.48648648648649,1.23762376237624,2.7952,1.01214574898785,1.10843373493976,1.26506024096386,2.13953488372093,1.98514851485148,1.40740740740741,1,6.62698412698413,2.46938775510204,1.66666666666667,1.20833333333333,2.7,3.55238095238095,4.16847826086957,2.54827819041188,1.0625,1.26315789473684,1.1,7.89208633093525,1.16806722689076,10.864406779661,1.76595744680851,1,1.47826086956522,2.75862068965517,2.59763313609467,6.00746268656716,15.8246268656716,1,1.17307692307692,2.88757396449704,2.22395833333333,1.99103139013453,7.92352941176471
