"","V4","V3","V1","V3.1","V4.1","V3.2","V4.2","V5","V4.3","V5.1","V2","V5.2","V4.4","V5.3","V2.1","V5.4"
"1",1.05030800821355,6.82352941176471,1.06813417190776,10.5,1.05147864184009,9.15384615384616,1.01796407185629,1.49152542372881,1.02708124373119,1.4395813510942,1.03003875968992,1.55,1.0010582010582,1.51384909264565,1.04671968190855,1.42857142857143
