"","V1","V4","V5","V2","V1.1","V3","V3.1","V2.1","V2.2","V2.3","V2.4","V3.2","V1.2","V3.3","V3.4","V4.1","V2.5","V2.6","V3.5","V3.6","V3.7","V2.7","V3.8","V3.9","V1.3","V1.4","V1.5","V2.8","V2.9","V5.1","V3.10","V3.11","V3.12","V5.2","V3.13","V2.10","V3.14","V2.11","V2.12","V3.15","V3.16","V3.17","V3.18","V5.3","V1.6","V3.19","V3.20","V2.13","V2.14","V2.15","V3.21","V3.22","V4.2","V3.23","V3.24","V4.3","V5.4","V2.16","V2.17","V3.25","V5.5","V2.18","V3.26","V1.7","V3.27","V2.19","V3.28","V3.29","V3.30","V2.20","V3.31","V1.8","V3.32","V3.33","V2.21","V2.22","V3.34","V5.6","V3.35","V2.23","V1.9","V3.36","V3.37","V1.10","V3.38","V5.7","V5.8","V4.4","V2.24","V4.5","V4.6","V1.11","V4.7","V3.39","V1.12","V5.9","V3.40","V2.25","V3.41","V3.42","V1.13","V1.14","V3.43","V3.44","V3.45","V3.46","V3.47","V2.26","V3.48","V2.27","V3.49","V3.50","V1.15","V2.28","V2.29","V2.30","V3.51","V3.52","V3.53","V3.54","V5.10","V5.11","V3.55","V3.56","V3.57","V2.31","V5.12","V4.8","V3.58","V3.59","V3.60","V5.13","V3.61","V3.62","V5.14","V2.32","V3.63","V3.64"
"1",1.14958448753463,115.15,2.36970243462579,5.80392156862745,2.66587112171838,1.1,1.80733944954128,1.31666666666667,3.91304347826087,1.05555555555556,10.2033898305085,5.2051282051282,1.70833333333333,3.25,1.07843137254902,25.16,1.1,2.15571776155718,1.02147239263804,1.1,8.22448979591837,25.6896551724138,1.1,11.9204545454545,4.52997601918465,3.18874172185431,1.94578313253012,7.92857142857143,8.4078431372549,1.1551724137931,1.0952380952381,1.71101417666303,9.45714285714286,1.26096033402923,6.55555555555556,3.38853503184713,1.46428571428571,3.83333333333333,5.90833333333333,9.33333333333333,1.83898305084746,1.1,7,1.40677966101695,3.88244766505636,5.97959183673469,1.31111111111111,5.21487603305785,4.21542940320233,4,1.10884353741497,3.77966101694915,1.15384615384615,26.3934426229508,1.37931034482759,7.66981132075472,2.6551724137931,14.6133828996283,7.16890080428955,2.67377049180328,1.21428571428571,1.1,3.76744186046512,1.63893805309735,10.5161290322581,5.59139784946237,1.1,8.52238805970149,1.1,1.78947368421053,6.64220183486239,4.26588628762542,1.1,3.75609756097561,5.6969696969697,2.00934579439252,3.40178571428571,1.20568786357082,4.94871794871795,1.83333333333333,1.31372549019608,6.07258064516129,1.48,3.86744186046512,3.98387096774194,1.42622950819672,2.7394438722966,3.83304042179262,1.57777777777778,2.04807692307692,10.5786516853933,1.14641148325359,1.83333333333333,4.7625,4.16139767054908,1.34782608695652,1.95135135135135,43.3461538461538,7.07017543859649,3.32621951219512,12.8169491525424,1.72402597402597,1.1,1.1,9.07547169811321,14.1746031746032,1.04166666666667,5.7956204379562,3.77777777777778,1.51934523809524,1.93333333333333,1.1,13.855614973262,11.8976377952756,26.1666666666667,2.86111111111111,2.25,7.49275362318841,6.77631578947368,6.92156862745098,1.03703703703704,1.19480519480519,4.49056603773585,4.92307692307692,1.1,4.65087719298246,1.21259842519685,1.4,5.12820512820513,1.33261802575107,18.9824561403509,1.87671232876712,13.9772727272727,2.35655737704918,1,4.07216494845361,7.51937984496124,9.35087719298246
