"","V3","V1","V3.1","V5","V3.2","V5.1","V1.1","V3.3","V3.4","V1.2","V1.3","V2","V5.2","V2.1","V2.2","V2.3","V5.3","V3.5","V2.4","V5.4","V5.5","V4","V5.6","V1.4","V5.7","V3.6","V2.5","V5.8","V3.7","V3.8","V4.1","V2.6","V4.2","V1.5","V2.7","V5.9","V1.6","V3.9","V1.7","V2.8","V2.9","V5.10","V4.3","V4.4","V2.10","V2.11","V5.11","V3.10","V3.11","V4.5","V2.12","V2.13","V2.14","V1.8","V1.9","V2.15","V3.12","V5.12","V1.10","V1.11","V4.6","V5.13","V5.14","V3.13","V2.16","V1.12","V5.15","V5.16","V5.17","V3.14","V4.7","V2.17","V5.18","V5.19","V3.15","V3.16","V1.13","V4.8","V5.20","V5.21","V3.17","V2.18","V5.22","V5.23","V2.19","V3.18","V3.19","V1.14","V5.24","V3.20","V5.25","V2.20","V5.26","V1.15","V3.21","V1.16","V2.21","V3.22","V4.9","V1.17","V2.22","V2.23","V5.27","V5.28","V4.10","V1.18","V2.24","V1.19","V5.29","V3.23","V1.20","V5.30","V3.24","V3.25","V1.21","V3.26","V5.31","V1.22","V1.23","V5.32","V4.11","V1.24","V4.12","V5.33","V5.34","V3.27","V3.28","V5.35","V1.25","V2.25","V2.26","V4.13","V2.27","V1.26","V3.29","V1.27","V2.28","V4.14"
"1",2.77692307692308,1.11111111111111,3.4874213836478,1.04081632653061,3.13857677902622,1,3.02777777777778,3.39622641509434,1.31428571428571,1.05882352941176,1.05357142857143,2.16666666666667,1.06666666666667,1.25,1.54545454545455,1.47058823529412,1,3.75342465753425,1.5377358490566,1,1.225,2.12195121951219,1,1.72549019607843,3.40871934604905,1.16602316602317,1.25757575757576,1,1.37837837837838,1.03571428571429,1.16666666666667,2.43236074270557,1.20689655172414,2.10087719298246,1.22727272727273,1.12410501193317,1.19148936170213,1.2,1.47239263803681,1.05405405405405,1.25531914893617,1,1.6,1.4390243902439,3,1.16666666666667,1.25,2.88095238095238,2.50729927007299,1.11363636363636,1.7710843373494,1.25531914893617,1.23809523809524,1.10909090909091,1.20833333333333,1.64596273291925,1.16,1.80536912751678,1.65044247787611,1.82634730538922,1.55555555555556,1,1.82978723404255,1.43765903307888,1.24,2.65714285714286,1,1.31372549019608,1,1.08571428571429,4.19230769230769,2.3,1,1.10810810810811,1.79347826086957,1.12631578947368,1.25842696629213,72.8731884057971,1.25806451612903,1,1.30769230769231,1.22772277227723,1.47058823529412,1.12860892388451,1.07826086956522,1.48780487804878,1.86015325670498,1.68343195266272,1.28571428571429,4,1.15210355987055,3.47176079734219,2.32258064516129,1.45454545454545,1.6199460916442,1.31428571428571,2.25609756097561,1.85714285714286,2.59090909090909,2.87719298245614,1.30530973451327,1.90712074303406,1,1,1.06,1.0327868852459,1.23076923076923,3.34146341463415,1.125,3.16981132075472,1.07142857142857,1,1.496,1.84057971014493,1.42857142857143,2.05714285714286,1,1.27777777777778,1.61702127659574,1.04081632653061,1.28571428571429,1.7906976744186,1.10416666666667,1.18181818181818,1,1.82692307692308,2.2280701754386,1.11111111111111,1.77272727272727,1.56550951847704,1.07547169811321,1.02816901408451,1.51724137931034,1.0295358649789,1.57142857142857,1.44776119402985,1.63291139240506,1.09615384615385
