"","Topic 1","Topic 2","Topic 3","Topic 4","Topic 5"
"1","think","use","don","thei","presid"
"2","peopl","citi","peopl","will","now"
"3","frank","time","realli","can","trump"
"4","black","data","time","peopl","year"
"5","american","work","now","one","time"
"6","wilderson","think","use","just","morn"
"7","state","peopl","day","get","new"
"8","work","realli","tell","know","state"
"9","talk","help","good","report","week"
"10","communiti","digit","ask","see","storm"
"11","realli","world","littl","like","elect"
"12","polit","system","money","want","polic"
"13","question","build","never","come","postal"
"14","actual","start","feel","think","servic"
"15","parti","learn","call","time","offic"
"16","war","differ","live","look","news"
"17","nation","languag","yes","said","republican"
"18","case","chang","told","work","first"
"19","someth","research","friend","thing","good"
"20","washington","mean","let","back","countri"
"21","white","citizen","love","make","vote"
"22","time","develop","guy","don","hour"
"23","thank","year","god","sai","move"
"24","import","inform","think","right","democrat"
"25","polic","need","hous","two","citi"
"26","unit","public","first","water","report"
"27","now","student","show","thank","narrat"
"28","law","now","children","need","las"
"29","part","part","year","fire","vega"
"30","countri","creat","alway","veri","last"
"31","don","first","mean","take","american"
"32","mani","actual","need","question","nation"
"33","need","project","give","also","start"
"34","differ","program","life","todai","let"
"35","histori","question","talk","communiti","mail"
"36","first","experi","help","year","four"
"37","term","technolog","today","well","man"
"38","year","talk","man","dai","tonight"
"39","civil","space","didn","talk","convent"
"40","cour","custom","home","lot","day"
"41","mean","thank","video","even","littl"
"42","democrat","let","watch","say","post"
"43","person","model","actual","ani","thank"
"44","fact","issu","start","health","biden"
"45","live","key","went","someth","million"
"46","world","power","music","tell","offici"
"47","sort","ident","name","happen","senat"
"48","winter","place","find","much","expect"
"49","call","mani","keep","chang","ballot"
"50","conver","might","hope","hear","end"
"51","govern","product","someon","whi","mani"
"52","social","import","game","help","month"
"53","human","abl","play","still","plan"
"54","moment","support","might","use","protest"
"55","start","twin","thank","realli","car"
"56","tri","provid","mayb","wai","california"
"57","crime","compani","anoth","call","stori"
"58","book","connect","place","live","call"
"59","movement","manag","someth","test","tri"
"60","system","star","tri","issu","world"
"61","elect","team","leav","now","emerg"
"62","happen","today","old","ask","famili"
"63","joseph","store","stay","got","announc"
"64","everi","busi","mother","put","busi"
"65","point","servic","end","mai","air"
"66","america","univ","person","member","hous"
"67","mexican","point","away","state","case"
"68","power","english","job","repres","america"
"69","societi","interest","buy","chair","fire"
"70","school","solut","long","part","warn"
"71","hand","someth","plea","around","front"
"72","organ","everi","famili","let","home"
"73","south","don","work","public","old"
"74","certain","bit","everyth","import","shoot"
"75","democraci","futur","came","tri","watch"
"76","level","scienc","meet","citi","music"
"77","life","organ","mani","kind","nbc"
"78","famili","tri","number","differ","white"
"79","folk","plan","done","term","across"
"80","taiwan","design","thought","long","dejoi"
"81","court","togeth","comfort","seen","thousand"
"82","sen","urban","later","start","administr"
"83","love","give","open","studi","far"
"84","report","govern","wait","heard","campaign"
"85","ask","bitcoin","anyth","level","check"
"86","long","game","made","school","congress"
"87","constitut","share","better","system","coupl"
"88","immigr","day","school","train","happen"
"89","respon","die","food","mail","tropic"
"90","medic","exampl","point","sure","voter"
"91","african","aztec","seem","firefight","behind"
"92","becom","last","bad","general","number"
"93","center","open","knew","last","record"
"94","discuss","event","nice","michigan","covid"
"95","educ","idea","night","made","head"
"96","inaud","understand","enough","new","major"
"97","place","across","rememb","came","tomorrow"
"98","read","base","sort","good","marco"
"99","vote","good","child","abl","area"
"100","issu","access","hospit","committe","gulf"
