"","V1"
"Youtube Corpus-NJAuKpoIYk.txt",1
"Youtube Corpus-xSSHnDxSnI.txt",4
"Youtube Corpus_9m5ja3yMs4.txt",5
"Youtube Corpus_f0S3DLfLgY.txt",2
"Youtube Corpus_IbC3xgD4r0.txt",1
"Youtube Corpus_ydsEu3zYUc.txt",3
"Youtube Corpus1gCBxbNp25w.txt",3
"Youtube Corpus2Gj2HqlANm4.txt",2
"Youtube Corpus2wT4ZQG19S0.txt",2
"Youtube Corpus36PU9dTpfv0.txt",2
"Youtube Corpus3ji4PcqIBEg.txt",2
"Youtube Corpus4-FMJM-0eg0.txt",3
"Youtube Corpus4hjgb-nz22g.txt",1
"Youtube Corpus4Iq0ILyu-hI.txt",3
"Youtube Corpus4n2r2Rcuub8.txt",3
"Youtube Corpus4QhZpXc2Q-U.txt",4
"Youtube Corpus5eaXKg0wqCk.txt",2
"Youtube Corpus6_JcMHX8eXI.txt",2
"Youtube Corpus6F8M-yArbhg.txt",3
"Youtube Corpus6MEU7HhsEro.txt",3
"Youtube Corpus6Z0Rev5ltQo.txt",3
"Youtube Corpus7ZMUYEWD1gw.txt",2
"Youtube Corpus80adpnUBvdg.txt",3
"Youtube Corpus9cT4uoVwOEQ.txt",3
"Youtube CorpusA_mp4NlcjSc.txt",1
"Youtube CorpusAi7vRu6N_9g.txt",1
"Youtube CorpusaUMlPMQ8dc8.txt",1
"Youtube CorpusAxkZ-lqzjvc.txt",2
"Youtube CorpusazjLWAQ02L8.txt",2
"Youtube CorpusB3HysLb7BJM.txt",5
"Youtube CorpusB5hyycqzvao.txt",3
"Youtube Corpusba9najgIhAQ.txt",3
"Youtube CorpusBD-wVkkluoY.txt",3
"Youtube CorpusBdU4MGyOmLA.txt",5
"Youtube CorpusbFUq480ZEBA.txt",3
"Youtube CorpusbK4ypIfEkjg.txt",2
"Youtube CorpusBketNmua14A.txt",3
"Youtube CorpusBZRvNcr0Puc.txt",2
"Youtube CorpuscAQr-I6nPgU.txt",2
"Youtube CorpuscbjgmTsOG6g.txt",3
"Youtube CorpusCFk40-6DWp8.txt",3
"Youtube CorpusCGAhWgkKlHI.txt",3
"Youtube CorpusCqEGMnxmAM4.txt",3
"Youtube CorpusCrrqgbhSovI.txt",5
"Youtube CorpusCW6kTTxRKxc.txt",1
"Youtube CorpusDBDQJZolE00.txt",3
"Youtube CorpusDk6nzA7mHw4.txt",3
"Youtube CorpusDQVC1kd79Lk.txt",2
"Youtube CorpusdRR0sOu_dWo.txt",2
"Youtube Corpuse906wVgFiQQ.txt",2
"Youtube CorpuseA8fvFCOB40.txt",3
"Youtube CorpusEaniZVfp5Qw.txt",3
"Youtube CorpuseLaFUO2LYgg.txt",4
"Youtube CorpusEmYcUSmbw2E.txt",3
"Youtube CorpusEOSH6XvUoDg.txt",3
"Youtube CorpusEVbjEKw35mA.txt",4
"Youtube CorpusFAvFFYu1RGM.txt",5
"Youtube CorpusFoIOFEp2HiY.txt",2
"Youtube Corpusg7G-DR-pStM.txt",2
"Youtube CorpusGi6I6dO7S70.txt",3
"Youtube CorpusGMI6HHe3RyQ.txt",5
"Youtube CorpusgniqPh9BUGY.txt",2
"Youtube CorpushD6Cg87nH_Y.txt",3
"Youtube CorpusiFfmxWILBW4.txt",1
"Youtube CorpusiM342XolnEc.txt",3
"Youtube CorpusImlDbl7BZFY.txt",2
"Youtube Corpusinx2K3640Cw.txt",3
"Youtube CorpusiP0aXWDIqDc.txt",3
"Youtube CorpusiUhD6ahHIDU.txt",3
"Youtube CorpusJ0pQGEi9s9o.txt",2
"Youtube Corpusj41g1VeOHW8.txt",3
"Youtube CorpusJSFZMs5Eu7U.txt",1
"Youtube CorpusK3RjoOZHZeA.txt",3
"Youtube CorpusK5CWR3PDuVM.txt",3
"Youtube CorpusKCDeN9dduVw.txt",2
"Youtube CorpuskkVEt5tC2xU.txt",2
