"","V1"
"Youtube CorpusKLj_dSr8b1k.txt",3
"Youtube CorpusKoWJTDqn64I.txt",5
"Youtube CorpusLhivxgyhn1E.txt",3
"Youtube Corpusm5nIrKGxpUc.txt",2
"Youtube Corpusm9ylgBRIFrg.txt",1
"Youtube CorpusMnZ8Sdar-EM.txt",3
"Youtube CorpusN_cY4KADONo.txt",3
"Youtube Corpusn7Rm3tuMFTI.txt",1
"Youtube CorpusNA3qjziLhbE.txt",3
"Youtube Corpuso0zeauprMJ0.txt",5
"Youtube CorpusOONsTqLcP0Q.txt",5
"Youtube CorpusOrLmqf3HXsM.txt",4
"Youtube CorpusOWm5xwy_JF4.txt",2
"Youtube CorpusoZ0Qa0xF1TU.txt",4
"Youtube CorpusP0M2Rl_lloY.txt",4
"Youtube CorpusPfC8LqgUPdw.txt",1
"Youtube CorpuspGkaIAWnqJY.txt",4
"Youtube CorpuspmAcsp5m4BE.txt",3
"Youtube Corpusq4lttV3HpBk.txt",1
"Youtube CorpusQhQzAazw4QM.txt",5
"Youtube CorpusqjX0ND4nOI4.txt",3
"Youtube CorpusqPm3VgLwSCw.txt",2
"Youtube CorpusRbgBXDvs788.txt",3
"Youtube CorpusRH3dW51qrAA.txt",3
"Youtube CorpusRkpcRNBgy4w.txt",1
"Youtube CorpusRLgJr40cO8Q.txt",1
"Youtube CorpusrLUvCakhJaA.txt",3
"Youtube Corpusro6c3Nqld3M.txt",3
"Youtube CorpusRXhA4-omRA8.txt",3
"Youtube CorpussVBu8BKqdNU.txt",3
"Youtube CorpusT-kfLuPm5IE.txt",3
"Youtube CorpusT54F5BFNosI.txt",2
"Youtube CorpusTaHXCcMAhJ8.txt",3
"Youtube CorpusTd6BWwFcI8A.txt",2
"Youtube CorpusThZlihpM2KA.txt",3
"Youtube CorpusTM4MiRBxUg8.txt",3
"Youtube CorpusTug7UWedzrw.txt",1
"Youtube CorpusTURJhJB9F-Y.txt",2
"Youtube CorpusTZmzqkkPeHk.txt",2
"Youtube CorpusU4ioH4Qr7DY.txt",2
"Youtube CorpusudvZNfDoBII.txt",3
"Youtube CorpusuhtzptdboMs.txt",3
"Youtube CorpusuSmTq2r17GY.txt",3
"Youtube CorpusUY5o2dYvVWE.txt",3
"Youtube CorpusVdOTo9ej2gI.txt",5
"Youtube CorpusVHTZ4BUTW9I.txt",5
"Youtube CorpusVNo7FMIsl14.txt",3
"Youtube CorpusVqdHfMj4W8U.txt",3
"Youtube Corpusw_Ee6aTrLcc.txt",3
"Youtube CorpusW06Le8fw0vU.txt",2
"Youtube CorpusxbihmUsQPlQ.txt",5
"Youtube CorpusXgyd5LxC_fw.txt",4
"Youtube CorpusXPpe7cvdGxU.txt",3
"Youtube CorpusxuVphwekMvw.txt",3
"Youtube CorpusXvHtZOoJ0Zo.txt",3
"Youtube CorpusYCXon0g3ebs.txt",5
"Youtube CorpusyUiKOxxO3Ww.txt",3
"Youtube CorpusyzfzhIF7WNA.txt",3
"Youtube Corpusz3Fyw6kdJXk.txt",3
"Youtube CorpusZAEydOjNWyQ.txt",2
"Youtube CorpuszsWGN_52t5M.txt",3
"Youtube CorpusZzCP0PLKB5c.txt",3
