"","V5","V2","V2.1","V4","V1","V3","V2.2","V4.1","V2.3","V4.2","V3.1","V4.3","V3.2","V4.4","V3.3","V5.1","V2.4","V4.5","V5.2","V3.4","V5.3","V5.4","V5.5","V3.5","V2.5","V5.6","V2.6","V4.6","V4.7","V4.8","V2.7","V2.8","V4.9","V4.10","V5.7","V3.6","V3.7","V3.8","V5.8","V5.9","V4.11","V5.10","V5.11","V4.12","V3.9","V3.10","V4.13","V3.11","V1.1","V4.14","V5.12","V1.2","V2.9","V4.15","V2.10","V4.16","V3.12","V3.13","V4.17","V3.14","V1.3","V2.11","V5.13","V5.14","V5.15","V1.4","V2.12","V5.16","V2.13","V1.5","V5.17","V5.18","V4.18","V4.19","V4.20","V3.15","V2.14","V3.16","V5.19","V5.20","V4.21","V5.21","V2.15","V2.16","V2.17","V4.22","V4.23","V5.22","V3.17","V4.24","V2.18","V5.23","V2.19","V5.24","V2.20","V2.21","V2.22","V5.25","V1.6","V1.7","V5.26","V2.23","V5.27","V4.25","V2.24","V3.18","V1.8","V1.9","V1.10","V1.11"
"1",1.16216216216216,1.40322580645161,1.92753623188406,1.3,1.69565217391304,1.51351351351351,1.52542372881356,1.13636363636364,1.04166666666667,1.03703703703704,1.18367346938776,1,1.04878048780488,1.82926829268293,1.05263157894737,1.07272727272727,1.07586206896552,1.36723163841808,2.375,1.16,1,1,2.09803921568627,1.17808219178082,1.92792792792793,1.04166666666667,1.27586206896552,1.26865671641791,1.30582524271845,1.61290322580645,1.1952380952381,1.10280373831776,1.22222222222222,1,1,1.70422535211268,1.41818181818182,3.55813953488372,1,1.58333333333333,1.3768115942029,1,1,1.08695652173913,1.36,1.96153846153846,1.25925925925926,1.5,1.00268096514745,1.72222222222222,1,1.32775919732441,3.02142857142857,2.18248175182482,1.19444444444444,5.82692307692308,1.41666666666667,1.95205479452055,1.31428571428571,1.41037735849057,1.1875,1.22727272727273,1.77142857142857,1.0607476635514,1,1.13333333333333,1.31164383561644,1.74193548387097,4.50704225352113,1.1,1.15131578947368,1.52,1.70357142857143,1.19354838709677,1.18823529411765,1.02627257799672,1.47904191616766,1.88636363636364,1.05063291139241,1.075,2.19565217391304,1.08,1.16666666666667,1.17757009345794,1.25641025641026,1.04347826086957,1.26315789473684,1.08108108108108,1.20689655172414,1.0952380952381,6.22268907563025,1.10344827586207,1.46153846153846,1,1.13934426229508,1.54545454545455,1.42168674698795,1.62068965517241,1.1,1.21052631578947,1.86238532110092,1.65686274509804,1.11666666666667,1.44086021505376,1.27272727272727,1.57575757575758,1.92045454545455,1.07262569832402,1.70229007633588,1.54545454545455
