"","V4","V2","V4.1","V2.1","V4.2","V2.2","V4.3","V2.3"
"1",1.14004149377593,1.13250283125708,1.20892274211099,1.00406504065041,1.14209968186638,1.21215242018538,1.05591397849462,1.19917864476386
