"","V5","V3","V1","V4","V4.1","V5.1","V4.2","V4.3","V1.1","V1.2","V2","V1.3","V4.4","V4.5","V4.6","V3.1","V5.2","V4.7","V4.8","V3.2","V4.9","V1.4","V5.3","V2.1","V5.4","V1.5","V2.2","V3.3","V4.10","V1.6","V4.11","V3.4","V4.12","V5.5","V5.6","V3.5","V1.7","V4.13","V3.6","V3.7","V4.14","V1.8","V4.15","V1.9","V5.7","V3.8","V4.16","V4.17","V3.9","V4.18","V4.19","V3.10","V3.11","V3.12","V4.20","V3.13","V4.21","V3.14","V3.15","V3.16","V4.22","V1.10","V5.8","V5.9","V1.11","V3.17","V5.10","V1.12","V5.11","V4.23","V1.13","V3.18","V5.12","V3.19","V5.13","V3.20","V3.21","V4.24","V1.14","V3.22","V3.23","V4.25","V4.26","V1.15","V1.16","V3.24","V1.17","V4.27","V5.14","V4.28","V2.3","V4.29","V4.30","V2.4","V3.25","V1.18","V4.31","V5.15","V5.16","V1.19","V1.20","V1.21","V3.26","V4.32","V3.27","V3.28","V4.33","V4.34","V4.35","V4.36","V3.29","V4.37","V3.30","V3.31","V4.38","V5.17","V4.39","V2.5","V5.18","V3.32","V1.22","V2.6","V4.40","V4.41","V4.42","V3.33","V5.19","V3.34","V3.35","V5.20","V3.36"
"1",1.3125,2.225,1.67739273927393,2.50485436893204,3.26229508196721,3.17073170731707,1.1025641025641,1.09433962264151,2.004,1.28571428571429,9.98549222797928,1.43243243243243,1.52808988764045,2.49781659388646,1.05042016806723,1.24113475177305,3.00662251655629,1.07317073170732,1.70212765957447,1.3921568627451,28.2676056338028,47.6296296296296,1.39285714285714,1.06521739130435,3.38206627680312,1.1875,1.5,1.27214514407684,1.08005822416303,1.51086956521739,1.16964285714286,2.39684813753582,1.87096774193548,1.44186046511628,1.88152327221439,1.30769230769231,1.13636363636364,1.67857142857143,1.05802968960864,2.0031779661017,4.14760914760915,1.2,2.45238095238095,2.15,1.30258302583026,1.08333333333333,1.03614457831325,1.09352517985611,3.50222222222222,1.36496350364964,1.04545454545455,2.15740740740741,2.45714285714286,1.57954545454545,2.86111111111111,1.14430147058824,1.28478964401294,1.47916666666667,2.04166666666667,1.30188679245283,3.23097826086957,1.19444444444444,1.18518518518519,1.67391304347826,5.92391304347826,1.03888888888889,1.4,3.58293838862559,3,3.39393939393939,2.21488469601677,1.8,7.19318181818182,1.26,2.89830508474576,1.89380530973451,1.16279069767442,2.18166666666667,1.56976744186047,2.29166666666667,4.34285714285714,1.76656626506024,5.4625,2.28,1.1,3.57142857142857,1.25,2.76363636363636,2.88235294117647,8.84498480243161,2.68333333333333,1.01131221719457,2.27272727272727,1.06451612903226,1.1,1.1,1.53781512605042,2.17197452229299,2.77777777777778,7.1875,2.25,1.10526315789474,1.1,8.84050632911392,1.79160839160839,1.72834645669291,1.03142626913779,1,6.8099173553719,2.50617283950617,1.45454545454545,1.09375,1.04918032786885,1.45833333333333,1.36666666666667,1.55254237288136,16.9056603773585,1.36842105263158,7.43820224719101,1.1,12.15625,1.78571428571429,5.15401785714286,1.3030303030303,7.55725190839695,1.1,1.51587301587302,1.52238805970149,1.1,3.17073170731707,1.11428571428571
