"","V3","V2","V4","V2.1","V2.2","V4.1","V1","V3.1","V4.2","V5","V4.3","V4.4","V1.1","V5.1","V5.2","V4.5","V3.2","V3.3","V3.4","V1.2","V2.3","V2.4","V4.6","V4.7","V4.8","V4.9","V4.10","V4.11","V5.3","V4.12","V5.4","V4.13","V3.5","V3.6","V4.14","V5.5","V4.15","V3.7","V4.16","V4.17","V3.8","V5.6","V3.9","V4.18","V4.19","V5.7","V5.8","V5.9","V5.10","V1.3","V5.11","V1.4","V4.20","V5.12","V3.10","V4.21","V3.11","V4.22","V4.23","V5.13","V3.12","V5.14","V4.24","V1.5","V4.25","V4.26","V3.13","V4.27","V4.28","V3.14","V4.29","V4.30","V1.6","V5.15","V4.31","V4.32","V4.33","V3.15","V4.34","V5.16","V5.17","V1.7","V1.8","V3.16","V5.18","V5.19","V5.20","V5.21","V4.35","V1.9","V3.17","V3.18","V3.19","V4.36","V5.22","V5.23","V5.24","V4.37","V3.20","V4.38","V5.25","V5.26","V5.27","V5.28","V4.39","V2.5","V3.21","V3.22","V3.23","V1.10","V4.40","V3.24","V4.41","V1.11","V1.12","V4.42","V2.6","V3.25","V4.43","V5.29","V5.30","V4.44","V3.26","V3.27","V1.13","V5.31","V4.45","V5.32","V5.33","V3.28","V5.34"
"1",1.52380952380952,1.21212121212121,3.34806629834254,2.28888888888889,1.08928571428571,1.32258064516129,1.44444444444444,3.14851485148515,1.32275132275132,1.4,5.57803468208093,1.02777777777778,1.04705882352941,2.06306306306306,1.8030303030303,1.42424242424242,1.24279835390947,1.73239436619718,2.76470588235294,1.78947368421053,1.02898550724638,1.17391304347826,2.54545454545455,2,1.17931034482759,1.29032258064516,1.1,5.20555555555556,17.6153846153846,1.50819672131148,3.11111111111111,2.42361111111111,1.06896551724138,2.38888888888889,4.82312925170068,1.36842105263158,1.33333333333333,1.07692307692308,5.7,5.9746835443038,1.77490774907749,1.09756097560976,1.95348837209302,1.29032258064516,9.09395973154362,2,1.86516853932584,1.06513409961686,2.8125,1.42708333333333,1.1,1.17391304347826,1.12903225806452,1.01149425287356,1.16129032258065,11.2164948453608,2.14583333333333,1.41176470588235,1.09090909090909,1.10416666666667,3.64356435643564,1.5,1.8,1.21052631578947,1.01098901098901,6.54545454545454,1.72413793103448,1.83478260869565,1.45,1.1,3.53333333333333,1.12068965517241,1.18918918918919,1.04166666666667,1.51282051282051,5.21538461538461,1.34375,8.51063829787234,1.06832298136646,1.14285714285714,1.34615384615385,9.48571428571429,1.66666666666667,1.28205128205128,1,1.15294117647059,1.10344827586207,1.12244897959184,2.10743801652893,1.65326633165829,1.36363636363636,2.74534161490683,1.17857142857143,1.58974358974359,1,1,1.72463768115942,5.68840579710145,2.1,1.02127659574468,1.33333333333333,1,1,1.56126482213439,4.79865771812081,1.0948275862069,6.51443569553806,1.36046511627907,2.48205128205128,2.25,1.1,1.13705583756345,1.90625,1.04347826086957,2.30769230769231,4.33823529411765,1.17777777777778,1.26666666666667,1.48333333333333,1,2.46153846153846,1.02439024390244,2.33333333333333,1.40425531914894,1.66525423728814,1,3.23076923076923,1.45652173913043,1,1.07894736842105,1.42857142857143
