"","Topic 1","Topic 2","Topic 3","Topic 4","Topic 5"
"1","student","compani","peopl","think","use"
"2","onlin","googl","health","realli","technolog"
"3","option","thei","now","work","now"
"4","face","busi","system","peopl","data"
"5","school","app","digit","time","solut"
"6","distanc","amazon","pandem","question","room"
"7","thank","can","social","use","devic"
"8","class","use","covid","actual","hear"
"9","campus","thank","care","talk","video"
"10","process","peopl","virus","technolog","let"
"11","social","facebook","mani","need","zoom"
"12","day","product","build","now","today"
"13","kid","user","world","don","applic"
"14","check","time","need","good","system"
"15","governor","one","help","team","need"
"16","learn","like","patient","someth","base"
"17","question","make","provid","differ","app"
"18","help","want","global","tri","environ"
"19","continu","platform","issu","thank","car"
"20","place","just","differ","littl","product"
"21","requir","market","famili","chang","help"
"22","lab","appl","public","bit","land"
"23","may","data","stay","start","call"
"24","access","don","distanc","mean","control"
"25","educ","store","risk","might","detect"
"26","time","will","increa","ask","screen"
"27","cour","get","space","sort","air"
"28","provid","work","start","abl","connect"
"29","cover","develop","govern","first","caption"
"30","mask","year","medic","mayb","monitor"
"31","program","competit","big","import","audio"
"32","year","concern","home","give","distanc"
"33","done","think","inform","year","set"
"34","home","congressman","part","share","map"
"35","poll","custom","place","experi","time"
"36","test","servic","state","interest","present"
"37","week","american","technolog","live","direct"
"38","relat","know","case","happen","oper"
"39","case","recogn","impact","call","creat"
"40","institut","question","coronavirus","focus","type"
"41","plan","take","countri","feel","cloud"
"42","staff","ani","protect","term","high"
"43","classroom","power","chang","find","includ"
"44","univ","todai","compani","social","camera"
"45","board","veri","human","remot","measur"
"46","number","competitor","situat","quit","outdoor"
"47","faculti","help","isol","today","stream"
"48","report","seller","person","last","provid"
"49","avail","understand","safe","care","area"
"50","vote","back","communiti","research","allow"
"51","move","polici","infect","space","build"
"52","full","small","better","video","find"
"53","covid","also","day","done","dlp"
"54","read","content","physic","learn","first"
"55","teach","allow","respon","alway","local"
"56","center","inform","live","idea","person"
"57","exam","right","year","particular","plea"
"58","free","chairman","disea","data","recreat"
"59","includ","million","healthcar","design","park"
"60","music","see","air","end","aid"
"61","problem","sure","point","support","anoth"
"62","fall","fact","mean","week","azur"
"63","fund","law","may","access","broadcast"
"64","wear","parti","travel","let","open"
"65","close","access","togeth","set","real"
"66","site","believ","don","project","light"
"67","admiss","report","percent","day","littl"
"68","job","wai","test","yes","box"
"69","state","whi","talk","creat","inform"
"70","stori","zuckerberg","data","help","possibl"
"71","easili","even","transmiss","leader","offer"
"72","scienc","mani","outbreak","love","multipl"
"73","art","third","servic","manag","music"
"74","academ","correct","thank","everyon","natur"
"75","build","member","popul","person","bring"
"76","collect","world","contact","togeth","display"
"77","effect","said","secur","communic","easi"
"78","environ","billion","effect","coupl","abl"
"79","experi","bezo","exampl","group","communic"
"80","mani","sell","econom","home","exist"
"81","middl","compet","show","mani","sourc"
"82","contact","new","keep","move","view"
"83","grade","share","abl","opportun","avail"
"84","associ","well","new","resourc","featur"
"85","laboratori","build","school","exampl","secur"
"86","project","state","futur","face","sensor"
"87","virtual","give","time","point","show"
"88","without","privaci","behavior","part","within"
"89","disabl","thing","employ","evalu","network"
"90","member","yes","hospit","hope","pollut"
"91","order","youtub","import","quick","safeti"
"92","schedul","lot","prison","challeng","vehicl"
"93","various","look","within","anoth","ear"
"94","inform","sai","clear","connect","free"
"95","list","grow","month","keep","level"
"96","teacher","import","africa","virtual","qualiti"
"97","entranc","minut","center","big","srt"
"98","special","yield","challeng","onlin","analyt"
"99","differ","ask","invest","thought","beauti"
"100","don","investig","relat","practic","certif"
