"","V1","V1.1","V3","V4","V1.2","V1.3","V5","V4.1","V2","V1.4","V4.2","V4.3","V4.4","V4.5","V1.5","V3.1","V1.6","V4.6","V3.2","V1.7","V2.1","V4.7","V1.8","V3.3","V2.2","V1.9","V1.10","V1.11","V1.12","V1.13","V1.14","V1.15","V1.16","V1.17","V1.18","V2.3","V4.8","V2.4","V1.19","V5.1","V2.5","V3.4","V4.9","V1.20","V1.21","V1.22","V1.23","V1.24","V1.25","V1.26","V1.27","V2.6","V1.28","V1.29","V2.7","V1.30","V1.31","V3.5","V2.8","V5.2","V1.32","V2.9","V1.33","V2.10","V1.34","V5.3","V1.35","V3.6","V4.10","V4.11","V1.36","V1.37","V3.7","V4.12","V1.38","V4.13","V4.14","V2.11","V1.39","V1.40","V1.41","V1.42","V4.15","V2.12","V4.16","V1.43","V4.17","V2.13","V1.44","V1.45","V1.46","V4.18","V1.47"
"1",7.38323353293413,9.80487804878049,1.10714285714286,4.24358974358974,4.94545454545455,4.64661654135338,4.35526315789474,2.20598006644518,1.92452830188679,2.97413793103448,1.9504132231405,6.0590405904059,2.48507462686567,1.71428571428571,3.11740890688259,2.73214285714286,15.3181818181818,9.77099236641221,1.53719008264463,2.55,1.23595505617978,13.2048192771084,4.1304347826087,1.52631578947368,1.86486486486486,2.66746411483254,1.1025641025641,1.55216284987277,2.78468899521531,3.10207612456747,10.5636363636364,1.86147186147186,2.4290780141844,1.3846908734053,1.95779220779221,1.91666666666667,9.13872832369942,2.02666666666667,3.71134020618557,1,1.8313539192399,1.05699481865285,1.21943573667712,7.2312925170068,2.82683982683983,1.35746606334842,1.46246246246246,1.33159268929504,10.4444444444444,4.61741424802111,4.50828729281768,1.42285714285714,1.0095785440613,2.88833333333333,1.32627118644068,1.47376788553259,1.47540983606557,2.55913978494624,1.85888077858881,1.02857142857143,6.98319327731093,1.02960526315789,1.49415204678363,1.3362962962963,5.71428571428571,1,1.72868217054264,1.60721442885772,1.06377551020408,1.13352272727273,2.84759916492693,1.13109756097561,1.08653846153846,1.0952380952381,1.91875,1.02628120893561,1.63636363636364,5.66153846153846,1.37718120805369,7.28,1.04153354632588,1.34688346883469,2.26415094339623,4.07865168539326,2.98907103825137,1.67358490566038,4.07604562737643,1.32122905027933,21.8333333333333,2.94579945799458,6.81443298969072,1.09972552607502,2.03846153846154
