"","V5","V4","V4.1","V4.2","V4.3","V1","V1.1","V5.1","V5.2","V5.3","V2","V5.4","V3","V1.2","V1.3","V1.4","V4.4","V2.1","V4.5","V4.6","V3.1","V1.5","V5.5","V4.7","V3.2","V1.6","V5.6","V3.3","V5.7","V1.7","V1.8","V2.2","V4.8","V3.4","V2.3","V3.5","V1.9","V3.6","V3.7","V4.9","V3.8","V4.10","V5.8","V2.4","V5.9","V5.10","V1.10","V5.11","V5.12","V4.11","V3.9","V2.5","V3.10","V1.11","V3.11","V4.12","V1.12","V4.13","V1.13","V4.14","V3.12","V3.13","V3.14","V3.15","V2.6","V1.14","V4.15","V4.16","V1.15"
"1",1.22398589065256,1.86315789473684,3.34146341463415,8.94871794871795,3.91935483870968,3.1796875,1.23931623931624,1.72192513368984,1.3125,1.04347826086957,8.52717391304348,1.45,6.54807692307692,1.82692307692308,1.27272727272727,1.39583333333333,2.04,1.25,1.14,5.83333333333333,1.3953488372093,1.05714285714286,5.17610062893082,1.16346153846154,7.02620087336244,5.42857142857143,1.29166666666667,1.41717791411043,1.57692307692308,4.25657894736842,2.35051546391753,1.01260504201681,1.46428571428571,1.1304347826087,1.32298136645963,1.23214285714286,3.47222222222222,1.20833333333333,3.32142857142857,1.17948717948718,2.44041450777202,1.48387096774194,2.46666666666667,1.705,1.16666666666667,13.8260869565217,7.16847826086956,2.42635658914729,1.33333333333333,3.27272727272727,2.76470588235294,1.19047619047619,2.74647887323944,1.6551724137931,1.7156862745098,1.2,1.25,2.10752688172043,1.28125,2.39378238341969,1.12244897959184,2.88,1.58918918918919,1.20588235294118,7.3485342019544,1.57894736842105,1.97590361445783,1.51119402985075,4.21710526315789
