"","V5","V4","V2","V4.1","V4.2","V4.3","V1","V4.4","V1.1","V5.1","V4.5","V3","V5.2","V1.2","V5.3","V5.4","V1.3","V5.5","V5.6","V5.7","V3.1","V4.6","V1.4","V2.1","V3.2","V3.3","V3.4","V4.7","V1.5","V1.6","V4.8","V1.7","V4.9","V5.8","V2.2","V5.9","V1.8","V2.3","V4.10","V1.9","V4.11","V5.10","V1.10","V5.11","V4.12","V2.4","V1.11","V1.12","V4.13","V5.12","V5.13","V4.14","V4.15","V4.16","V5.14","V5.15","V2.5","V3.5","V4.17","V2.6","V3.6","V1.13","V5.16","V4.18","V1.14","V3.7","V3.8","V5.17","V1.15","V1.16","V5.18","V4.19","V1.17","V4.20","V2.7","V4.21","V1.18","V1.19","V1.20","V3.9","V1.21","V4.22","V3.10","V3.11","V3.12","V4.23","V4.24","V5.19","V4.25","V1.22","V4.26","V4.27","V3.13","V4.28","V3.14","V5.20","V1.23","V1.24","V5.21","V1.25","V1.26","V5.22","V4.29","V1.27","V1.28","V1.29","V2.8","V1.30","V4.30","V4.31","V4.32","V5.23","V1.31","V5.24","V2.9","V3.15","V4.33","V4.34","V3.16","V3.17","V2.10"
"1",1.92266666666667,1.25,1.27272727272727,2.3135593220339,1.45454545454545,3.02052785923754,1.875,1.39735099337748,1.18518518518519,1,1.69117647058824,1.56818181818182,1,1.41176470588235,1.16666666666667,1,2.54285714285714,1.12121212121212,2.23333333333333,1.69230769230769,1.2962962962963,1.20913461538462,2.5,2.12,1.64285714285714,1.01315789473684,1.02307692307692,2.15897435897436,6.31734317343173,2,7.21794871794872,1.63076923076923,1.25925925925926,1.41860465116279,1.04255319148936,1.35689045936396,2.40939597315436,1.33333333333333,1.38461538461538,2.14705882352941,1.17460317460317,1.55,2.31349206349206,1.48,1.04918032786885,1.56410256410256,1.19424460431655,2.09090909090909,4.43083003952569,1.18181818181818,1,4.57638888888889,4.38153846153846,1.4256329113924,1,1,1.425,13.4166666666667,10.5555555555556,1.73584905660377,1.12621359223301,1.04838709677419,1.21739130434783,1.58984375,1.90566037735849,2.88942307692308,1.23529411764706,1.72210953346856,21.5659898477157,1.52083333333333,6.87857142857143,4.49006622516556,1.59259259259259,1.38888888888889,1.01754385964912,3.20564516129032,1.4,1.03703703703704,2.16233766233766,4.60406091370558,2.36363636363636,1.86363636363636,1.25,1.54292929292929,1.31372549019608,1.34782608695652,1.32142857142857,1.38823529411765,2.08333333333333,1.65217391304348,3.88255033557047,1.44,1.69620253164557,12.7278106508876,1.3875,1.43875968992248,2.17605633802817,6,1,1.16438356164384,1.10091743119266,2.83079268292683,1.54166666666667,1.56285714285714,1.54575163398693,10.6829268292683,4.83333333333333,1.84615384615385,1.1849710982659,1.16216216216216,1.53271028037383,1,2.1304347826087,3.11764705882353,1.34146341463415,1.29325513196481,10.3626373626374,1.88888888888889,5.13846153846154,2,2.93181818181818
