"","V3","V1","V5","V4","V4.1","V3.1","V2","V2.1","V3.2","V3.3","V2.2","V2.3","V5.1","V4.2","V4.3"
"1",1.46875,1.00212314225053,1,1,1,1.18918918918919,2.38888888888889,1.33673469387755,2.11111111111111,1.05405405405405,1.19047619047619,1.28095238095238,1.20689655172414,1,1.76086956521739
