"","V3","V4","V3.1","V2","V3.2","V2.1","V3.3","V1","V4.1","V1.1","V4.2","V1.2","V4.3","V1.3"
"1",4.34117647058824,1.14590747330961,5.06493506493506,1.32826747720365,7.77862595419847,6.39772727272727,7.99130434782609,2.8133704735376,6.44230769230769,1.80808080808081,4.41304347826087,1.50081566068516,3.63775510204082,2.15954415954416
