"","V4","V1","V4.1","V1.1","V4.2","V1.2","V4.3","V2","V3","V2.1","V3.1","V2.2","V3.2","V5"
"1",1.46883468834688,5.90993788819876,1.87948717948718,3.83524027459954,1.56133464180569,1.08436944937833,1.0272034820457,1.26930693069307,1.33880597014925,1.42011173184358,1.70114942528736,1.21086956521739,2.11079943899018,1.78100263852243
