"","V5","V4","V5.1","V4.1","V5.2","V4.2","V5.3","V4.3","V3","V2","V3.1","V2.1","V3.2","V2.2"
"1",1.83292682926829,2.4015873015873,1.7532981530343,1.63965087281796,1.6693657219973,1.33807439824945,1.21570680628272,1.19593908629442,1.17211538461538,1.22577422577423,1.47240618101545,1.47682119205298,1.87054631828979,1.78347934918648
