"","V1","V1.1","V5","V3","V2","V3.1","V4","V3.2","V4.1","V2.1","V5.1","V4.2","V3.3","V5.2","V3.4","V3.5","V3.6","V2.2","V5.3","V2.3","V4.3","V2.4","V1.2","V4.4","V5.4","V2.5","V1.3","V2.6","V5.5","V4.5","V3.7","V2.7","V4.6","V1.4","V1.5"
"1",1.3125,1.09132420091324,1.625,1.609375,1.05128205128205,1.81159420289855,1.85964912280702,1.18518518518519,1,2.95726495726496,1,1.08974358974359,3.02542372881356,1,2.92307692307692,1.58333333333333,1.75609756097561,2.16666666666667,1.74626865671642,3.17073170731707,1.27272727272727,1.13565891472868,1.72,1.03488372093023,1.21428571428571,1.1087962962963,1.42857142857143,1.63934426229508,1,1.27272727272727,2.25377643504532,1.26415094339623,1.09756097560976,6.03333333333333,1.28181818181818
