"","Topic 1","Topic 2","Topic 3","Topic 4","Topic 5"
"1","core","brain","comput","comput","hardwar"
"2","machin","neuromorph","devic","use","video"
"3","model","chip","architectur","network","parallel"
"4","time","architectur","perform","neural","use"
"5","year","synap","system","neuron","increa"
"6","develop","simul","learn","work","now"
"7","togeth","memori","power","reach","softwar"
"8","biolog","memristor","seri","artifici","discuss"
"9","neurosynapt","oper","process","dot","heterogen"
"10","research","neuron","anoth","need","asic"
"11","billion","technolog","effici","excit","data"
"12","million","abl","task","field","type"
"13","neural","lead","pair","human","cpu"
"14","real","multipl","processor","someth","deep"
"15","thank","data","requir","spinnak","fpgas"
"16","alreadi","discuss","execut","team","board"
"17","coupl","truenorth","first","think","signif"
"18","driven","activ","size","communic","base"
"19","supercomput","cognit","specif","materi","scale"
"20","world","differ","channel","mean","better"
"21","accel","left","current","physic","big"
"22","day","call","field","control","fpga"
"23","energi","goal","transistor","domain","hsa"
"24","expect","net","algorithm","instead","law"
"25","howev","time","build","less","okay"
"26","ibm","actual","exampl","made","term"
"27","nanomet","function","intellig","option","watch"
"28","node","ibm","music","past","boost"
"29","oper","per","drive","today","classic"
"30","refer","space","facet","tradit","complex"
"31","sen","creat","implement","understand","design"
"32","signal","human","languag","univ","keep"
"33","whole","initi","let","websit","previous"
"34","work","inspir","optim","best","server"
"35","basic","mani","order","com","abstract"
"36","begin","neumann","speed","edg","cpus"
"37","beyond","tradit","state","electr","end"
"38","bodi","vast","term","energi","extrem"
"39","chang","von","watt","experi","fast"
"40","consid","advanc","yield","first","gpus"
"41","consist","allow","addit","flow","integr"
"42","gain","analog","aim","give","long"
"43","huge","array","alway","happen","manag"
"44","later","clockless","cover","ion","problem"
"45","may","design","deal","littl","program"
"46","mous","exasc","decad","move","singl"
"47","part","focus","develop","neuromorph","special"
"48","possibl","innov","due","offer","translat"
"49","produc","intel","enjoy","possibl","add"
"50","project","interconnect","futur","progress","book"
"51","quit","list","leav","result","chang"
"52","word","mimic","massiv","second","cloud"
"53","abil","number","mean","silicon","content"
"54","applic","repr","neuroplast","spike","differ"
"55","aspect","scienc","nvidia","talk","difficult"
"56","big","threshold","past","toward","give"
"57","calcul","achiev","physic","version","gpu"
"58","charg","amongst","scalabl","across","howev"
"59","check","best","side","act","imag"
"60","circuit","bring","singular","adapt","issu"
"61","consumpt","connect","soon","aid","must"
"62","cure","continu","suggest","alzheim","paradigm"
"63","digit","detail","topic","appli","perfect"
"64","encompass","digit","util","behav","prosper"
"65","engin","emb","accel","chang","reason"
"66","facebook","essenti","advantag","comment","saw"
"67","fashion","fault","applic","complic","start"
"68","feedback","futur","blog","concept","support"
"69","final","hard","bus","flexibl","various"
"70","fit","high","clock","follow","work"
"71","fund","impact","compar","help","appl"
"72","hope","massiv","content","hundr","applic"
"73","hour","mind","cuda","improv","architectur"
"74","instead","race","design","innov","artifici"
"75","interconnect","real","encompass","layer","bite"
"76","kilowatt","set","etc","mileston","built"
"77","logic","toler","everi","miniatur","chunk"
"78","loop","transform","faster","name","consid"
"79","mani","trillion","form","normal","deeper"
"80","neuromorph","without","general","place","demo"
"81","neuron","alreadi","handl","preci","due"
"82","note","amaz","illus","probabl","expen"
"83","one","avoid","non","quick","fix"
"84","player","awesom","oper","radic","global"
"85","rout","begin","page","reprogram","grow"
"86","similar","branch","patreon","scale","guy"
"87","simul","cell","previous","signal","harder"
"88","size","certain","problem","softwar","improv"
"89","suffici","chang","programm","step","industri"
"90","absorb","conscious","rough","structur","instruct"
"91","abstract","consum","scienc","tool","larg"
"92","accompani","deploy","self","yes","let"
"93","accur","depth","sinc","afford","level"
"94","addit","direct","singl","agenc","major"
"95","allow","disea","softwar","agr","microsoft"
"96","alon","engin","stride","ahead","moor"
"97","ankur","enter","subscrib","aim","optim"
"98","approxim","entir","truli","arm","period"
"99","axon","equat","work","asic","platform"
"100","begun","event","abil","behavior","play"
