"","V1","V4","V2","V3","V3.1","V3.2","V1.1","V3.3","V2.1","V5","V5.1","V3.4","V1.2","V2.2","V1.3","V5.2","V3.5","V3.6","V1.4","V1.5","V3.7","V3.8","V3.9","V1.6","V1.7","V5.3","V1.8","V2.3","V5.4","V1.9","V1.10","V5.5","V1.11","V4.1","V3.10","V5.6","V4.2","V3.11","V1.12","V3.12","V1.13","V3.13","V4.3","V1.14","V4.4","V1.15","V4.5","V5.7","V1.16","V4.6","V4.7","V1.17","V1.18","V3.14","V3.15","V2.4","V3.16","V5.8","V1.19","V1.20","V5.9","V5.10","V5.11","V1.21","V4.8","V1.22","V5.12","V5.13","V5.14","V5.15","V5.16","V5.17","V1.23","V1.24","V3.17","V1.25","V4.9","V1.26","V4.10","V1.27","V2.5","V1.28","V3.18","V4.11","V4.12","V1.29","V3.19","V1.30","V4.13","V3.20","V2.6","V1.31","V4.14","V3.21","V5.18","V5.19","V4.15","V3.22","V1.32","V5.20","V1.33","V4.16","V3.23","V3.24","V5.21","V5.22","V1.34","V3.25","V4.17","V4.18","V1.35","V3.26","V4.19","V3.27","V4.20","V1.36","V3.28","V4.21","V5.23","V5.24","V5.25","V5.26","V1.37","V1.38","V1.39","V1.40","V4.22","V2.7","V2.8","V4.23","V3.29","V4.24","V1.41","V1.42","V4.25","V3.30","V5.27","V3.31","V5.28"
"1",1.15702479338843,4.921875,1.18421052631579,3.47826086956522,1.24528301886792,1.26019417475728,1.28571428571429,1.06521739130435,1.99545454545455,1.63636363636364,1.15611814345992,1.5,1.06849315068493,3.01,5.53365384615385,1.71900826446281,1.51666666666667,1.11290322580645,1.61904761904762,3.640625,5.4971098265896,2.97260273972603,1.62962962962963,1.5,1.89473684210526,1.07602339181287,5.01408450704225,1.62385321100917,18.5686274509804,5.35211267605634,1.36842105263158,2.97229219143577,3.14893617021277,1.375,1.01449275362319,1.60377358490566,2.06521739130435,2.39285714285714,1.17777777777778,1.68613138686131,1.66197183098592,1.32307692307692,1.46153846153846,2.14893617021277,1.15702479338843,1.81052631578947,1.04166666666667,1.09897610921502,2.50877192982456,5.73118279569892,3.73469387755102,1.1056338028169,1.2258064516129,1.25,1.99248120300752,2.92307692307692,1.33697632058288,1,1.28044871794872,1.25768321513002,3.90816326530612,3.89489489489489,5.76991150442478,1.1854103343465,2.88888888888889,1.04395604395604,1,1.20689655172414,1.1,4.06849315068493,1.39956803455724,3.21978021978022,1.53968253968254,1.22794117647059,1.21875,2.50783699059561,3.54237288135593,1.51960784313725,2.69565217391304,8.71428571428571,1.06060606060606,2.48739495798319,2.28571428571429,1.4,1.38095238095238,1.18181818181818,1.59663865546218,5.46179401993356,1.10810810810811,1.18340611353712,2.18285714285714,3,1.12,1.38214285714286,1.23684210526316,4.70285714285714,1.54222222222222,1.45161290322581,1.17391304347826,1.79850746268657,3.50746268656716,1.6734693877551,2.47905759162304,2.81333333333333,2.47368421052632,1.37704918032787,2.12738853503185,3,1.11428571428571,3.40979381443299,2.73856209150327,1.3,1.67659574468085,1.4,1.21428571428571,5.24193548387097,1.82142857142857,1.46630727762803,3.18367346938776,8.16666666666667,2.04081632653061,3.07299270072993,2.02839756592292,2.67213114754098,1.85714285714286,2.125,1.01081081081081,1.91304347826087,2.836,1,2.3876404494382,1.35,1.45161290322581,2.80392156862745,2.97206703910615,1.77142857142857,2.28387096774194,2.2568306010929,2.59701492537313
