"","V3","V4","V4.1","V4.2","V4.3","V4.4","V4.5","V4.6","V1","V3.1","V1.1","V2","V4.7","V2.1","V4.8","V4.9","V4.10","V3.2"
"1",2.37647058823529,6.94230769230769,1.78719397363465,10.3783783783784,1.72893772893773,12.7678571428571,1.66021126760563,11.1636363636364,1.02183406113537,1.95454545454545,1.12332838038633,1.17647058823529,5.05555555555556,1.61290322580645,6.51724137931034,1.43614931237721,6.27272727272727,1.7741935483871
