"","V4","V2","V3","V2.1","V3.1","V2.2","V3.2","V2.3","V3.3","V5","V3.4","V5.1","V1","V5.2","V1.1","V3.5","V1.2","V5.3"
"1",1.11683168316832,1.2797783933518,1.17702845100105,2.28515625,1.1864406779661,2.25454545454545,1.19618239660657,2.05211726384365,1.03988603988604,6.30232558139535,1.05820105820106,15.05,3.41758241758242,24.68,3.3015873015873,1.64021887824897,2.35507246376812,3.8
