"","V5","V1","V2","V2.1","V5.1","V3","V2.2","V4","V3.1","V2.3","V1.1","V4.1","V2.4","V4.2","V1.2","V4.3","V1.3","V2.5","V5.2","V1.4","V2.6","V1.5","V5.3","V1.6","V1.7","V1.8","V2.7","V3.2","V4.4","V1.9","V4.5","V1.10","V2.8","V4.6","V2.9","V2.10","V1.11","V5.4","V2.11","V4.7","V1.12","V2.12","V2.13","V1.13","V4.8","V2.14","V1.14","V1.15","V5.5","V1.16","V5.6","V2.15","V3.3","V2.16","V2.17","V1.17","V1.18","V2.18","V2.19","V2.20","V4.9","V2.21","V1.19","V1.20","V2.22","V2.23","V5.7","V2.24","V2.25","V2.26","V2.27","V4.10","V3.4","V3.5","V2.28","V4.11","V4.12","V1.21","V5.8","V4.13","V5.9","V1.22","V2.29","V2.30","V2.31","V2.32","V1.23","V2.33","V2.34","V4.14","V1.24","V3.6","V5.10","V4.15","V2.35","V1.25","V1.26","V4.16","V2.36"
"1",2.31132075471698,1.20679012345679,3.05555555555556,3.92857142857143,2.08163265306122,1.76442762535478,1.80952380952381,1.05405405405405,1.24603174603175,1.1,1.8936170212766,1.46521739130435,1.90625,1.05982905982906,1.26339285714286,2.59130434782609,1.765625,5.57142857142857,2.85454545454545,1.11851851851852,2.48484848484848,1.16062176165803,1.98203592814371,3.74576271186441,1.29083665338645,1.70531400966184,2.82352941176471,2.10938511326861,1.26271186440678,1.1156462585034,4.06263048016701,3.03883495145631,5.85555555555556,3.24454828660436,1.66086956521739,2.61111111111111,2.52436194895592,8.19933554817276,2.68604651162791,1.97654417513683,1.06666666666667,4.27777777777778,2.72727272727273,1.53684210526316,1.03333333333333,2.58536585365854,2.55690072639225,1.16666666666667,1.7304189435337,1.47167487684729,2.38461538461538,2.81818181818182,38.6747759282971,1.1,6.90909090909091,2.8,2.14953271028037,3.76470588235294,4.4375,4.33333333333333,2.47524752475248,1.1,1.328125,1.78571428571429,18.5,13.5,2.63111111111111,2.66666666666667,2.11764705882353,2.21739130434783,3.75862068965517,2.07709750566893,1.1,13.3244809270884,3.85772357723577,1.93908629441624,3.59574468085106,5.75,1.41269841269841,2.13793103448276,2.26214285714286,4.04727272727273,1.1,1.93010752688172,16.7272727272727,3.15384615384615,2.4,8.69230769230769,5.15,7.19578313253012,1.11896348645465,1.26923076923077,8.03921568627451,1.78639744952179,1.64705882352941,1.04761904761905,2.27131782945736,5.60323886639676,4.26923076923077
