"","V4","V2","V4.1","V3","V1","V1.1","V2.1","V4.2","V1.2","V1.3","V1.4","V4.3","V4.4","V1.5","V4.5","V3.1","V3.2","V4.6","V1.6","V4.7","V5","V5.1","V5.2","V2.2","V2.3","V5.3","V4.8","V4.9","V2.4","V3.3","V4.10","V5.4","V4.11","V2.5","V5.5","V3.4","V2.6","V5.6","V4.12","V4.13","V4.14","V3.5","V4.15","V2.7","V2.8","V5.7","V2.9","V1.7","V1.8","V2.10","V4.16","V4.17","V3.6","V4.18","V5.8","V2.11","V2.12","V5.9","V3.7","V4.19","V4.20","V4.21","V2.13","V3.8","V3.9","V1.9","V3.10","V3.11","V1.10","V5.10","V4.22","V3.12","V4.23","V5.11","V4.24","V3.13","V2.14","V4.25","V4.26","V2.15","V5.12","V1.11","V1.12","V3.14","V4.27","V4.28","V4.29","V2.16","V3.15","V4.30","V2.17","V3.16","V4.31","V1.13","V5.13","V5.14","V2.18","V4.32","V4.33","V4.34","V5.15","V3.17","V1.14","V4.35","V4.36","V2.19","V2.20","V4.37","V3.18","V3.19","V1.15","V2.21","V4.38","V5.16","V1.16","V2.22","V5.17","V5.18","V4.39","V2.23","V3.20","V5.19","V2.24","V4.40","V3.21","V1.17","V2.25","V3.22","V4.41","V3.23","V5.20","V4.42","V1.18"
"1",9.15032679738562,2.59859154929577,5.671875,5.43243243243243,1.71043771043771,2.96437054631829,6.44416873449132,2.72513089005236,14.53,2.64,5.17573221757322,2.89189189189189,3.03846153846154,7.51282051282051,1.1,1.97297297297297,7.88135593220339,3.96774193548387,3.80373831775701,1.22375,6.79365079365079,5.74387527839644,6.22937293729373,1.41043203371971,3.42727272727273,3.36666666666667,1.60084033613445,2.0814479638009,2.27433628318584,1.1,5.1875,2.23104693140794,11.2153846153846,2.70135746606335,2.09501661129568,1.1,6.99625468164794,5.02697495183044,2.21956087824351,5.40772532188841,5.17274939172749,7.66233766233766,1.08333333333333,1.25541125541126,3.54554655870445,1.1,1.80230326295585,5.06008583690987,3.75783972125436,3.05210643015521,5.86261980830671,1.04320987654321,3.625,2.25578406169666,3.98747763864043,2.24074074074074,1.88785046728972,1.02024291497976,7.15060240963855,1.39130434782609,3.07589285714286,6.21333333333333,1.23391812865497,5.85074626865672,1.5,3.55303643724696,1.91071428571429,4.86206896551724,1.54391891891892,1.30684326710817,1.021875,1.80281690140845,13.1212121212121,1.625,6.7,1.54940711462451,1.7,1.22222222222222,4.85454545454545,2.48861480075901,1.78571428571429,25.2325581395349,1.34413965087282,2.10344827586207,1.36231884057971,16.1782178217822,2.55681818181818,1.11023622047244,6.7,5.10827464788732,2.59482102056359,1.1,6.05597014925373,1.48180242634315,5.6271186440678,8.98780487804878,1.95669291338583,2.02439024390244,2.73493975903614,1.92682926829268,2.62121212121212,8.30545454545454,2.67341430499325,2.34626865671642,1.01492537313433,4.76843910806175,2,1.16343042071197,4.06060606060606,1.1,2.18696883852691,4.0125786163522,2.6,1.92472160356347,1.1,3.43451652386781,1,1.6304347826087,1.08267270668177,2.35593220338983,17.4642857142857,4.33881897386254,1.74768518518519,2.95604395604396,1.38749429484254,2.79469273743017,1.84150943396226,1.1,7.1125,2.62684911242604,2.44471744471744,2.89777777777778,2.4030612244898
