"","V2","V4","V2.1","V1","V5","V2.2","V5.1","V5.2","V5.3","V5.4","V5.5","V2.3","V5.6","V2.4","V5.7","V5.8","V5.9","V5.10","V5.11","V2.5","V1.1","V2.6","V1.2","V3","V4.1","V4.2","V5.12","V5.13","V5.14","V5.15","V2.7","V1.3","V5.16","V4.3","V2.8","V5.17","V5.18","V1.4","V2.9","V5.19","V2.10","V1.5","V1.6","V5.20","V1.7","V4.4","V5.21","V4.5","V2.11","V4.6","V2.12","V3.1","V5.22","V5.23","V2.13","V5.24","V4.7","V4.8","V5.25","V5.26","V2.14","V2.15","V4.9","V5.27","V4.10","V2.16","V1.8","V1.9","V4.11","V4.12","V2.17","V2.18","V5.28","V4.13","V1.10","V5.29","V3.2","V2.19","V1.11","V5.30","V1.12","V5.31","V5.32","V2.20","V2.21","V2.22","V5.33","V5.34","V2.23","V2.24","V5.35","V5.36","V2.25","V2.26","V1.13","V1.14","V5.37","V1.15","V2.27","V2.28","V4.14","V2.29","V5.38","V2.30","V5.39","V5.40","V1.16","V5.41","V1.17","V5.42","V4.15","V5.43","V5.44","V2.31","V5.45","V5.46","V1.18","V4.16","V5.47","V5.48","V1.19","V2.32","V4.17","V5.49","V2.33","V5.50","V4.18","V5.51","V5.52","V2.34","V4.19","V2.35","V5.53"
"1",1.75862068965517,2.25396825396825,1.25490196078431,1.48,4.125,1.97652582159624,1.32565789473684,2.34355828220859,3.33333333333333,4.76190476190476,1.20100502512563,2.23626373626374,1.04,1.18181818181818,1,1.05714285714286,1.22916666666667,1.24,2.37777777777778,5.88235294117647,3,2.05963302752294,1.13696060037523,10.6629213483146,1.15789473684211,1.07142857142857,1.4,2.08490566037736,3.05405405405405,1,1.28,3.01086956521739,3.0952380952381,3.4,3.16842105263158,1,1.04705882352941,2.10121457489879,3.85384615384615,1.12019230769231,1.70539419087137,1.71111111111111,2.11764705882353,2.38144329896907,1.10391061452514,1,1.21728971962617,2.37755102040816,1.50656167979003,1.69868173258004,1.2570281124498,1.24615384615385,1.23076923076923,6.76521739130435,4.65833333333333,1.54285714285714,1.24418604651163,3.16666666666667,1.25757575757576,2.62280701754386,1.5448275862069,2.11864406779661,1.69306930693069,1.1551724137931,1.30666666666667,13.1382978723404,1.09803921568627,1.07407407407407,1.68181818181818,1.46129032258065,1.32231404958678,3,1.17857142857143,1.45454545454545,1.24260355029586,3.28571428571429,1.76470588235294,1.09090909090909,1.07142857142857,2.85636856368564,1.28571428571429,1.40654205607477,1.71611982881598,2.63636363636364,1.18965517241379,1.10989010989011,1.91304347826087,1.53012048192771,1.11111111111111,2.26294820717131,2.6312625250501,1,1.72903225806452,1.96928327645051,1.35632183908046,1.09333333333333,1.86764705882353,1.13888888888889,1.12162162162162,1.19417475728155,1.08196721311475,1.71875,7.56122448979592,1.02760736196319,1.55813953488372,3.99315068493151,1.17241379310345,6.4375,1.57142857142857,1,2.67424242424242,1.37305699481865,1.2,19.1880341880342,1,2.79794520547945,1.20909970958374,1.17948717948718,2.87622149837134,1.475,1.43589743589744,1.51023391812865,1.83050847457627,1.21333333333333,2.06893295561851,1.10664605873261,1.58682634730539,1,1.81818181818182,2.19480519480519,3.87619047619048,1.69172932330827,4.66666666666667
