"","V1","V1.1","V1.2","V1.3","V5","V5.1","V2","V5.2","V1.4","V4","V5.3","V5.4","V3","V5.5","V4.1","V1.5","V5.6","V1.6","V2.1","V5.7","V5.8","V3.1","V4.2","V1.7","V1.8","V1.9","V1.10","V2.2"
"1",1.82857142857143,1.08403361344538,3.98947368421053,3.05607476635514,1.40909090909091,1.52413793103448,1.18181818181818,1.17391304347826,1.15384615384615,1.06896551724138,1.63636363636364,1,1.27272727272727,1,1.10493827160494,1.63636363636364,1,2.52941176470588,1.56666666666667,1.22857142857143,1,1.15254237288136,1.56666666666667,1.78947368421053,3.85454545454545,2.67741935483871,2.07777777777778,5.2093023255814
