"","V1","V5","V1.1","V2","V1.2","V5.1","V1.3","V5.2","V1.4","V5.3","V1.5","V5.4","V1.6","V5.5","V1.7","V5.6","V5.7","V4"
"1",1.43720930232558,8.18018018018018,1.40372670807453,1.67010309278351,1.53488372093023,14.7910447761194,1.32388059701493,14.3970588235294,1.51570247933884,3.28151260504202,1.45929339477727,10.2717391304348,1.56299840510367,7.73553719008265,1.4953560371517,6.21167883211679,7.04838709677419,2.66539923954373
