"","V4","V3","V3.1","V4.1","V1","V5","V3.2","V3.3","V1.1","V1.2","V1.3","V4.2","V1.4","V1.5","V4.3","V1.6","V1.7","V3.4","V5.1","V3.5","V3.6","V3.7","V2","V2.1","V5.2","V2.2","V1.8","V4.4","V2.3","V5.3","V3.8","V5.4","V3.9","V1.9","V3.10","V3.11","V5.5","V1.10","V5.6","V4.5","V4.6","V4.7","V2.4","V2.5","V3.12","V3.13","V3.14","V3.15","V4.8","V2.6","V3.16","V5.7","V3.17","V5.8","V3.18","V1.11","V2.7","V5.9","V4.9","V5.10","V3.19","V3.20","V1.12","V4.10","V3.21","V4.11","V3.22","V2.8","V3.23","V2.9","V5.11","V5.12","V3.24","V4.12","V3.25","V4.13","V5.13","V3.26","V2.10","V1.13","V5.14","V4.14","V3.27","V3.28","V3.29","V5.15","V4.15","V4.16","V1.14","V1.15","V5.16","V1.16","V3.30","V3.31","V4.17","V3.32","V2.11","V5.17","V3.33","V4.18","V3.34","V1.17","V3.35","V1.18","V3.36","V2.12","V2.13","V2.14","V5.18","V3.37","V5.19","V2.15","V4.19","V5.20","V4.20"
"1",6.19672131147541,4.29032258064516,4.47674418604651,3.984,18.2906976744186,12.6851851851852,1.140625,1.79310344827586,1.55555555555556,2.34782608695652,1.07142857142857,3.77669902912621,10.7446808510638,1.02173913043478,1.7093023255814,11.1339285714286,2.65714285714286,1.55555555555556,1.9126213592233,3.94736842105263,8.20833333333333,5.66666666666667,17.2602339181287,2.46551724137931,1.11578947368421,4.36666666666667,1.37777777777778,1.46875,1.1,1,4.81481481481482,13.1730769230769,2.14814814814815,4.65,1.62686567164179,5.16176470588235,4.4041095890411,4.48275862068965,1.1,1.73972602739726,5.62676056338028,1.825,2.76190476190476,1.1,4.66666666666667,6.56603773584906,1.64444444444444,1.04570383912249,3.61751152073733,1.1,1.74117647058824,1.81159420289855,1.45967741935484,3.17142857142857,13.5333333333333,1.484375,1.74074074074074,24.3191489361702,3.96341463414634,5.84,1.75,1.47619047619048,7.70161290322581,2.27941176470588,1.86206896551724,7.4640522875817,11.1965811965812,1.03448275862069,6.16129032258065,4.04255319148936,4.2375,1.11340206185567,2.57894736842105,1.11538461538462,1.26933056564608,4.29482071713147,1.1,1.83333333333333,1.1,8.59493670886076,3.77573529411765,3.4954128440367,1.16666666666667,2,5.4,3.47179487179487,2.57142857142857,2.70036101083032,2.10126582278481,1.06666666666667,1.73015873015873,1.83673469387755,10.15625,1.36585365853659,4.8641975308642,1.71764705882353,5.1875,1.1,3.05263157894737,2.3968253968254,2.44186046511628,3.6,4.86363636363636,1.89473684210526,3.875,25.2608695652174,1.1,1.1,1,1.02542372881356,1.1,1.86666666666667,4.26356589147287,1.34782608695652,3.17127071823204
