"","V5","V5.1","V1","V1.1","V4","V4.1","V1.2","V5.2","V3","V4.2","V5.3","V1.3","V4.3","V3.1","V1.4","V4.4","V3.2","V1.5","V3.3","V4.5","V1.6","V5.4","V4.6","V3.4","V1.7","V4.7","V3.5","V2","V5.5","V4.8","V5.6","V4.9","V4.10","V4.11","V5.7","V1.8","V4.12","V5.8","V4.13","V3.6","V1.9","V1.10","V3.7","V5.9","V5.10","V5.11","V1.11","V5.12","V5.13","V5.14","V5.15","V3.8","V2.1","V3.9","V5.16","V3.10","V4.14","V1.12","V3.11","V3.12","V5.17","V5.18","V3.13","V1.13","V2.2","V1.14","V4.15","V3.14","V4.16","V3.15","V3.16","V3.17","V1.15","V1.16","V5.19","V3.18","V4.17","V4.18","V5.20","V4.19","V3.19","V5.21","V5.22","V5.23","V1.17","V3.20","V1.18","V1.19","V5.24","V2.3","V4.20","V4.21","V1.20","V2.4","V1.21","V4.22","V5.25","V4.23","V1.22","V1.23","V5.26","V4.24","V1.24","V4.25","V1.25","V4.26","V5.27","V5.28","V1.26","V1.27","V4.27","V3.21","V1.28","V3.22","V5.29"
"1",1.01666666666667,1.47619047619048,1.68627450980392,3.78787878787879,1.40983606557377,2.07692307692308,1.88235294117647,1.45,1.43362831858407,1.21052631578947,1.07692307692308,1.24096385542169,1.23684210526316,1.02222222222222,1.28358208955224,2.07407407407407,1.2962962962963,1.17391304347826,2.575,1.26666666666667,1.04347826086957,1,1.02857142857143,1.48717948717949,1.65217391304348,1.11111111111111,1.73076923076923,1.52380952380952,1,1,1.28571428571429,2.16666666666667,1.58823529411765,1.05263157894737,2.23333333333333,1.4468085106383,1.51034482758621,1.23404255319149,1,1.02816901408451,1.56043956043956,1.48148148148148,1.06329113924051,1,1.5,1.51428571428571,1.32352941176471,4.30708661417323,2.67901234567901,1,2.90598290598291,1.53333333333333,1.42528735632184,1.56716417910448,1.07142857142857,1.82857142857143,1.08,1.13253012048193,1.09333333333333,3.18181818181818,1.6,2.1,1.6986301369863,2.3448275862069,1.45,5.77358490566038,1.05405405405405,1.03571428571429,1.34782608695652,1.09302325581395,2.90909090909091,2.55263157894737,2.11111111111111,2.36363636363636,3.94877049180328,3.39189189189189,1,1.125,1,3.85365853658537,1.23636363636364,2.01851851851852,1.2,1.0875,1.47058823529412,3.09523809523809,1.60169491525424,4.54098360655738,1.02597402597403,1.07142857142857,3.15,1.38028169014085,1.18518518518519,1.17142857142857,1.15714285714286,1.21428571428571,1.06666666666667,1,1.11764705882353,1.96875,1.8695652173913,1.25,1.15789473684211,3.59459459459459,1.28571428571429,1.15,1,1,1.16666666666667,2.07017543859649,1,1.07142857142857,2.93181818181818,1.04545454545455,2.29113924050633
