"","V2","V4","V1","V4.1","V2.1","V5","V2.2","V5.1","V2.3","V5.2","V1.1","V5.3"
"1",1.67828843106181,4.4375,3.51537070524412,5.26302083333333,2.38414634146341,5.87771739130435,2.26819923371648,7.80586080586081,2.58752515090543,7.97797356828194,1.29305912596401,8.43145161290323
