"","V3","V3.1","V3.2","V3.3","V3.4","V3.5","V3.6","V4","V3.7","V3.8","V3.9","V3.10"
"1",4.41258741258741,1.39130434782609,4.35433070866142,1.60669456066946,11.4418604651163,1.25597269624573,9.66666666666667,1.00738007380074,8.71929824561403,1.45512820512821,4.8625,1.25888324873096
