"","V5","V1","V1.1","V1.2","V1.3","V4","V5.1","V5.2","V1.4","V4.1","V4.2","V3","V2","V4.3","V4.4","V5.3","V3.1","V4.5","V4.6","V4.7","V3.2"
"1",1.33108108108108,1.1,5.875,1.1,4.12586719524282,4.71724137931035,2.00526870389884,1.28586723768737,3.33372921615202,1.67483296213808,2.52,1.78898610396294,1.64854939405068,1.46679316888046,3.44615384615385,2.59836065573771,1.43462897526502,1.06206896551724,2.171875,2.49411764705882,1.45424836601307
