"","V5","V5.1","V5.2","V3","V4","V5.3","V3.1","V4.1","V5.4","V3.2","V3.3","V1","V5.5","V3.4","V3.5","V4.2","V2","V3.6","V5.6","V3.7","V5.7","V3.8","V3.9","V4.3","V3.10","V4.4","V4.5","V3.11","V5.8","V1.1","V1.2","V3.12","V3.13","V5.9","V3.14","V4.6","V3.15","V1.3","V2.1","V3.16","V4.7","V3.17","V2.2","V3.18","V2.3","V4.8","V3.19","V3.20","V4.9","V3.21","V3.22","V5.10","V1.4","V2.4","V1.5","V4.10","V2.5","V1.6","V3.23","V2.6","V5.11","V4.11","V4.12","V2.7","V4.13","V4.14","V2.8","V5.12","V3.24","V4.15","V4.16","V5.13","V2.9","V2.10","V4.17","V1.7","V3.25","V4.18","V4.19","V4.20","V4.21","V3.26","V5.14","V3.27","V2.11","V3.28","V4.22","V3.29","V2.12","V5.15","V5.16","V5.17","V1.8","V3.30","V2.13"
"1",2.37313432835821,2.05,1,1.08139534883721,1,2.09090909090909,2.39393939393939,1,1.74576271186441,4.56547619047619,1.23863636363636,6.41935483870968,1,4.26351351351351,1.75,1.66666666666667,1.47560975609756,1.625,1,1.17741935483871,1.55813953488372,1.52631578947368,1.26595744680851,1,1.375,1,1.40243902439024,1.09615384615385,1.20919540229885,1.79487179487179,1.08571428571429,1.79764705882353,1.37883959044369,1.40601503759399,2.67333333333333,2.63194444444444,4.02352941176471,1.54736842105263,2.98,1.40816326530612,1.13060428849903,1.55882352941176,1.3030303030303,1.78453038674033,1.54054054054054,1.02928870292887,1.40425531914894,1.23846153846154,1,2.93220338983051,1.83252427184466,1,1.27282608695652,1.21311475409836,1.07142857142857,1.58490566037736,1.25373134328358,1.43518518518519,3.41434262948207,1.30028328611898,1.01639344262295,1.23255813953488,1,1.36,1.27659574468085,1,2.22037914691943,1.30275229357798,2.02777777777778,1.05084745762712,1.92105263157895,1,1.26,5.31308411214953,2.16216216216216,2.83991228070175,1.06666666666667,1,2.21122112211221,1,1.12406576980568,4.32142857142857,1,3.52525252525253,3.2962962962963,3.15625,1.52941176470588,1.28813559322034,1.02941176470588,2.42307692307692,1,1.16666666666667,1.05555555555556,1.92280701754386,2.07
