"","V3","V3.1","V2","V5","V5.1","V3.2","V2.1","V5.2","V3.3","V4","V4.1","V3.4","V1","V4.2","V2.2","V2.3","V5.3","V5.4","V1.1","V4.3","V3.5","V1.2","V4.4","V5.5","V4.5","V5.6","V2.4","V5.7","V3.6","V2.5","V2.6","V5.8","V2.7","V2.8","V2.9","V3.7","V4.6","V3.8","V3.9","V5.9","V3.10","V2.10","V5.10","V5.11","V1.3","V3.11","V5.12","V4.7","V5.13","V1.4","V5.14","V1.5","V2.11","V3.12","V3.13","V2.12","V4.8","V3.14","V4.9","V4.10","V4.11","V2.13","V5.15","V3.15","V2.14","V5.16","V3.16","V3.17","V2.15","V2.16","V3.18","V2.17","V4.12","V3.19","V3.20","V3.21","V5.17","V5.18","V3.22","V5.19","V5.20","V1.6","V1.7","V4.13","V4.14","V2.18","V3.23","V5.21","V3.24","V3.25","V1.8","V4.15","V3.26","V1.9","V4.16"
"1",1.38993710691824,1.4390243902439,1.1,2.29032258064516,1.1,3.50517598343685,16.7594936708861,1.1,1.27184466019417,1.44980443285528,4.73394495412844,1.12814070351759,1.1,2.2202852614897,23.4821428571429,19.7375,3.33057851239669,2.90598290598291,1.1,1.20547945205479,1.58208955223881,1.18965517241379,7.23809523809524,1.1,3.02479338842975,1.1,8.13913043478261,8.70426065162907,1.44866920152091,19.0571428571429,27.5789473684211,1.28534031413613,3.79950495049505,4.51871657754011,2.84039900249377,2.46701846965699,7.44736842105263,3.38095238095238,1.35906040268456,2.85507246376812,5.75,20.3396226415094,2.47286821705426,1.3343653250774,1.40350877192982,8.28048780487805,2.42424242424242,1.1055900621118,1.1,1.19364161849711,1.57086092715232,1.1,1.11528608027327,1.08108108108108,1.26666666666667,11,5.19047619047619,3.35483870967742,1.51458576429405,1.40087145969499,1.01612903225806,21.811320754717,1.1,1.14705882352941,14.3166666666667,1.1,2.47705442902882,1.69718309859155,1.28006088280061,21.3387096774194,2.24657534246575,29.5172413793103,2.98941798941799,1.81090589270009,2.2875,1.01776061776062,1.1875,1.1,2.78507462686567,1.1,1.30186170212766,1.03305785123967,1.1,1.59598853868195,3.47191011235955,2.54455445544555,1.65384615384615,6.85526315789474,4.70857142857143,1.13968253968254,1.1,5.04081632653061,3.6578947368421,6.42335766423358,3.57004830917874
