"","V3","V3.1","V4","V4.1","V4.2","V2","V5","V2.1","V1","V4.3","V4.4","V2.2","V5.1","V4.5","V2.3","V2.4","V4.6","V4.7","V4.8","V4.9","V4.10","V4.11","V3.2","V4.12","V5.2","V3.3","V2.5","V1.1","V3.4","V4.13","V5.3","V2.6","V4.14","V4.15","V2.7","V5.4","V4.16","V2.8","V4.17","V4.18","V5.5","V5.6","V5.7","V1.2","V2.9","V3.5","V4.19","V3.6","V5.8","V2.10","V2.11","V4.20","V4.21","V5.9","V5.10","V1.3","V5.11","V5.12","V5.13","V3.7","V3.8","V4.22","V5.14","V3.9","V3.10","V3.11","V5.15","V4.23","V3.12","V4.24","V4.25","V4.26","V4.27","V3.13","V5.16","V2.12","V4.28","V4.29","V3.14","V5.17","V3.15","V5.18","V4.30","V4.31","V1.4","V5.19"
"1",1.08823529411765,7.69198312236287,1.47916666666667,1.61904761904762,2.33333333333333,2.27027027027027,3.53684210526316,3.81538461538461,1.66666666666667,2.86666666666667,1.1,5.4,1.13157894736842,3.59090909090909,3.64429530201342,2.35,2.19354838709677,1.27586206896552,1.1,1.1,1.25925925925926,2.04166666666667,1.1,6.38125,1.2125,1.06349206349206,1.29411764705882,1.18918918918919,1.1,1.45833333333333,16.8,7.16981132075472,2.80701754385965,1.67307692307692,3.64189189189189,1.07142857142857,1.97777777777778,3.37209302325581,1.67142857142857,1.48275862068966,1.00735294117647,3.92523364485981,1.33333333333333,1.46153846153846,2.28888888888889,2.95073891625616,1.39473684210526,1.7,2.70491803278688,4.30769230769231,1.07575757575758,3.87179487179487,1.10526315789474,1.01,2.14018691588785,3.65811965811966,3.71428571428571,3.65853658536585,3.34782608695652,1.10112359550562,1.30769230769231,3.46428571428571,1.9375,1.1,1.5625,3.44444444444445,1.19047619047619,1.94285714285714,4.65476190476191,1.05263157894737,1.09375,1.5,1.18181818181818,1.1,1.24074074074074,1.10714285714286,1.23076923076923,1.37662337662338,3.55172413793103,1,2.61643835616438,1.48571428571429,1.08333333333333,2.83333333333333,42.2435897435897,2.11538461538462
