"","V1","V3","V2","V5","V4","V3.1","V4.1","V4.2","V3.2","V5.1","V4.3","V1.1","V4.4","V5.2","V1.2","V2.1","V4.5","V3.3","V1.3","V2.2","V2.3","V5.3","V2.4","V5.4","V4.6","V5.5","V3.4","V2.5","V5.6","V1.4","V4.7","V2.6","V1.5","V5.7","V1.6","V4.8","V4.9","V2.7","V3.5","V1.7","V1.8","V1.9","V4.10","V2.8","V3.6","V1.10","V1.11","V5.8","V2.9","V1.12","V3.7","V1.13","V5.9","V1.14","V5.10","V1.15","V4.11","V4.12","V1.16","V1.17","V1.18","V1.19","V2.10","V4.13","V4.14","V2.11","V4.15","V5.11","V5.12","V4.16","V1.20","V3.8","V1.21","V3.9","V3.10","V4.17","V1.22"
"1",8.95,2.07339449541284,1.1,2.75330396475771,1.52173913043478,19.2083333333333,1.74398625429553,5.39402985074627,3.73410404624277,1.7449494949495,1.67230169050715,3.91395793499044,1.56133828996283,1.1,2.39065817409766,6.87978142076503,1.08906882591093,1.41191066997519,3.0024154589372,1.1,1.27272727272727,9.98214285714286,3.3576512455516,2.18901098901099,2.84389671361502,5.60954446854664,4.12362637362637,2.58378378378378,2.23543689320388,1.38095238095238,5.11356466876972,1.56143667296786,1.04,2.63307984790874,1.43396226415094,1.85416666666667,1.06837606837607,3.63863636363636,2.36619718309859,6.234375,2.10344827586207,8.71631205673759,1.56078431372549,1.9706498951782,1.77992957746479,1.06925207756233,1.07246376811594,2.64672364672365,1.6875,1.13888888888889,1.06406685236769,1.17401960784314,1.1,1.03858520900322,2.27177700348432,3.18032786885246,2.14102564102564,1.62570888468809,3.19484240687679,1.64,1.2,2.22549019607843,1.929173693086,1.88888888888889,1.28179190751445,4.12852112676056,1.04640883977901,1.16176470588235,4.5655737704918,1.9,8.76525821596244,1.59607843137255,1.32758620689655,3.80327868852459,11.7352941176471,1.35201793721973,1.38071065989848
