"","V2","V2.1","V5","V4","V1","V1.1","V5.1","V2.2","V1.2","V1.3","V5.2","V5.3","V3","V4.1","V5.4","V4.2","V1.4","V4.3","V5.5","V5.6","V1.5","V4.4","V1.6","V1.7","V5.7","V4.5","V4.6","V5.8","V1.8","V2.3","V5.9","V5.10","V3.1","V4.7","V4.8","V1.9","V1.10","V4.9","V2.4","V5.11","V3.2","V4.10","V1.11","V5.12","V1.12","V5.13","V5.14","V4.11","V4.12","V3.3","V1.13","V5.15","V4.13","V5.16","V1.14","V5.17","V5.18","V5.19","V2.5","V5.20","V4.14","V4.15","V5.21","V5.22","V5.23","V5.24","V5.25","V1.15","V2.6","V5.26","V5.27","V1.16","V4.16","V4.17","V1.17","V5.28","V2.7"
"1",1.05263157894737,1.73015873015873,1,1.09661835748792,1.46808510638298,1.26315789473684,3.77922077922078,1.046875,1.0297619047619,1.07317073170732,3.02755905511811,2.92178770949721,1.80536912751678,1,1.6411149825784,1.00549450549451,2.7752808988764,2.0613810741688,1.84,1,1.29411764705882,2.22885572139303,3.22988505747126,1.05080831408776,2.28418230563003,1.3598820058997,2.2262996941896,2.01086956521739,1.35526315789474,2.21052631578947,1.5929648241206,2.3,1.31578947368421,2.67005076142132,1.07070707070707,1.42222222222222,2.29411764705882,1.41479099678457,1.35238095238095,1.93939393939394,1.16,1.11904761904762,1.48255813953488,1.5794701986755,2.2015503875969,2.67407407407407,1.15,1.755,1,1.02857142857143,4.3780487804878,1.92452830188679,1,2.19014084507042,1.17622950819672,2.57746478873239,1.27868852459016,1.55588235294118,3.49,1.2,1.05,1.36,1.16274509803922,1.6,5.67213114754098,1.86842105263158,1.50332225913621,1.21428571428571,1.13664596273292,1.17647058823529,1.05970149253731,1.16239316239316,1.48717948717949,1.01666666666667,1.47826086956522,5.18604651162791,1.02604166666667
