"","V5","V4","V3","V4.1","V3.1","V4.2","V3.2","V4.3","V5.1","V4.4","V5.2","V4.5"
"1",1.5840554592721,12.9529411764706,1.47913188647746,20.8518518518519,8.2,26.952380952381,6.38028169014085,21.1730769230769,1.06260032102729,21.0188679245283,1.05245901639344,23.0212765957447
