"","V4","V4.1","V1","V3","V4.2","V1.1","V2","V2.1","V2.2","V3.1","V1.2","V4.3","V5","V4.4","V4.5","V1.3","V2.3","V5.1","V2.4","V3.2","V2.5","V1.4","V4.6","V5.2","V4.7","V4.8","V4.9","V3.3","V4.10","V3.4","V4.11","V4.12","V3.5","V4.13","V4.14","V2.6","V3.6","V1.5","V1.6","V1.7","V2.7","V5.3","V1.8","V1.9","V4.15","V2.8","V2.9","V2.10","V3.7","V3.8","V4.16","V4.17","V5.4","V1.10","V5.5","V5.6","V1.11","V4.18","V5.7","V3.9","V3.10","V4.19","V3.11","V5.8","V3.12","V1.12","V3.13","V1.13","V1.14","V5.9","V5.10","V1.15","V3.14","V1.16","V4.20","V1.17","V3.15","V3.16","V5.11","V4.21","V2.11","V1.18","V3.17","V2.12","V3.18","V4.22","V5.12","V4.23","V3.19","V2.13","V5.13","V3.20","V3.21","V2.14","V4.24","V3.22","V1.19","V3.23","V3.24","V2.15","V4.25","V2.16","V4.26","V4.27","V3.25","V3.26","V1.20","V1.21","V2.17","V1.22","V3.27","V5.14","V1.23","V4.28","V5.15","V5.16","V3.28","V3.29","V4.29","V3.30"
"1",1.44444444444444,1.82539682539683,2.11764705882353,1.15384615384615,3.828125,2.87096774193548,1.25757575757576,3.56521739130435,1.09090909090909,3.66666666666667,2.12903225806452,1.11111111111111,1.375,1.52631578947368,1.90617283950617,2.26086956521739,1.73076923076923,1.38,1.29787234042553,3.03508771929825,2.04545454545455,5.60869565217391,1.07142857142857,1.07692307692308,1.71428571428571,2.51612903225806,9.06153846153846,1.21428571428571,1.4,1.25,1.2317880794702,1.61538461538462,1.66666666666667,1.41463414634146,1.15263157894737,1.05882352941176,1.2,1.57142857142857,1.2,1.95238095238095,1.47619047619048,1.03333333333333,1.03747072599532,4.88387096774194,1.09433962264151,1.58333333333333,1.17391304347826,1.11111111111111,1.36764705882353,1.21052631578947,1.47368421052632,1.13592233009709,1.12903225806452,4.17924528301887,1.21739130434783,1,3.33333333333333,1,1.11111111111111,1.45901639344262,1.125,2.4,1.22222222222222,1.7,1.41666666666667,1.515625,1.17647058823529,1.21739130434783,1.40909090909091,1.25641025641026,5.32876712328767,5.16438356164384,2.74757281553398,1.07142857142857,1.47619047619048,1.07317073170732,3.24137931034483,10.8,1,1,1.35,1.21374045801527,3.91666666666667,1.57142857142857,1.08695652173913,1.21276595744681,3.82258064516129,1.29752066115702,3.9375,1.04255319148936,1,1.27777777777778,2.06989247311828,1.54761904761905,1.05769230769231,1.83870967741935,3.53846153846154,1.07692307692308,1.07407407407407,1.14285714285714,5.5,1.28,2.48888888888889,1.23809523809524,2.46666666666667,1.05405405405405,1.52631578947368,1.20192307692308,1.26666666666667,1.64705882352941,2.48837209302326,1.10891089108911,1.36666666666667,1.15,1.17391304347826,1.48,1.0625,1.3448275862069,1.32142857142857,5.7906976744186
