"","V1","V1.1","V4","V5","V5.1","V4.1","V4.2","V4.3","V1.2","V1.3","V4.4","V5.2","V4.5","V1.4","V1.5","V4.6","V1.6","V4.7","V4.8","V1.7","V1.8","V3","V1.9","V4.9","V1.10","V1.11","V2","V1.12","V5.3","V1.13","V1.14","V1.15","V1.16","V5.4","V3.1","V1.17","V5.5","V3.2","V4.10","V3.3","V1.18","V4.11","V4.12","V2.1","V1.19","V4.13","V1.20","V1.21","V1.22","V1.23","V1.24","V1.25","V4.14","V3.4","V4.15","V4.16","V3.5","V1.26","V4.17","V1.27","V1.28","V1.29","V1.30","V4.18","V1.31","V4.19","V5.6","V5.7","V4.20","V3.6","V4.21","V2.2","V4.22","V5.8","V1.32","V4.23","V1.33","V1.34","V2.3","V1.35","V4.24","V5.9","V2.4","V1.36","V1.37","V5.10","V4.25","V5.11","V4.26","V1.38","V4.27","V5.12","V1.39","V4.28","V3.7","V1.40","V3.8","V1.41","V1.42","V1.43","V1.44","V1.45","V1.46","V1.47","V1.48","V4.29","V3.9","V4.30","V1.49","V3.10","V4.31","V2.5","V4.32","V1.50","V4.33","V4.34","V1.51","V1.52","V2.6","V1.53"
"1",1.61538461538462,4.10434782608696,1.38888888888889,40.1,3.30612244897959,1.35955056179775,3.04819277108434,2.13414634146342,1.16666666666667,1.1,1.45454545454545,45,21.2987012987013,1.68965517241379,4.8639896373057,1.13461538461538,1.15555555555556,7.28985507246377,2.72131147540984,11.4624277456647,2.84444444444444,7.34883720930233,2.06666666666667,42.8571428571429,3.10416666666667,1.01282051282051,2.22835314091681,1.82352941176471,22.8888888888889,2.125,15.7204301075269,1.71428571428571,1.8,17.2758620689655,1.65753424657534,1.88888888888889,57.4583333333333,8.15151515151515,4.42857142857143,29.7317073170732,2.41935483870968,4.80645161290323,4.76523702031603,2.28137384412153,4.56896551724138,4.5,4.07407407407407,2.15,2.67741935483871,4.34782608695652,2.14285714285714,4.82051282051282,12.2857142857143,16.4266365688488,43.3571428571429,1.1,17.304347826087,4.57894736842105,39.5666666666667,9.92134831460674,1.27777777777778,9.35416666666667,5.45454545454545,5.86274509803922,2.17647058823529,14.5773195876289,53.9,21.8928571428571,1.67741935483871,3.36734693877551,1.76606683804627,2.68501326259947,5.44876325088339,1.06666666666667,1.45161290322581,1.13510101010101,4.28723404255319,6.45767195767196,1.1,1.84210526315789,2.96296296296296,9.70440251572327,6.93617021276596,6.33333333333333,5.04,6.42105263157895,1.0295358649789,14.9872611464968,4.97777777777778,7.06122448979592,1.1,59.9565217391304,3.22857142857143,2.24615384615385,4.21818181818182,3.40350877192982,7.71014492753623,9.21428571428572,2.12068965517241,2.09375,1.86363636363636,3.375,2.5625,2.73076923076923,3.54054054054054,10.7948717948718,1.31034482758621,9.208,1.31578947368421,4.50892857142857,3.10747663551402,7.32142857142857,1.92682926829268,4.91304347826087,45.2592592592593,2.86486486486486,1.58823529411765,6.33333333333333,7.44144144144144,5.24899598393574
