"","V1","V3","V1.1","V3.1","V1.2","V3.2","V4","V3.3","V4.1","V3.4"
"1",1.11048158640227,1.60743134087237,2.12534059945504,1.54950495049505,2.13440860215054,1.585,1.09793103448276,1.08752025931929,1.1547619047619,1.08797127468582
