"","V4","V5","V5.1","V1","V5.2","V2","V4.1","V4.2","V5.3","V1.1","V4.3","V5.4","V2.1","V5.5","V4.4","V1.2","V3","V2.2","V5.6","V3.1","V5.7","V5.8","V3.2","V1.3","V3.3","V1.4","V5.9","V5.10","V5.11","V3.4","V5.12","V5.13","V4.5","V1.5","V2.3","V5.14","V5.15","V5.16","V3.5","V5.17","V1.6","V5.18","V4.6","V5.19","V4.7","V5.20","V4.8","V1.7","V4.9","V4.10","V5.21","V3.6","V2.4","V5.22","V5.23","V1.8","V5.24","V5.25","V5.26"
"1",1.25,3.74,2.71428571428571,2.77142857142857,1.28888888888889,17.7615894039735,3.47222222222222,1.11475409836066,1.5974025974026,1.15384615384615,1.1,1.03846153846154,1.08457711442786,3.875,1.03571428571429,1.22352941176471,2.60294117647059,2.2,3.51428571428571,6.76923076923077,1.78846153846154,1.72093023255814,3.09433962264151,1.18083182640145,3.02631578947368,2.16666666666667,1.31325301204819,2.47727272727273,1.19444444444444,20.5178571428571,2.15384615384615,8.81818181818182,1.1,4.78453038674033,1.19266055045872,2.47619047619048,1.36842105263158,1.19417475728155,1.21621621621622,2.21875,1.09803921568627,2.17857142857143,3.11659192825112,1.91150442477876,1.1,1.69230769230769,1.75471698113208,1.24324324324324,3.05555555555556,4.87692307692308,1.92405063291139,16.7272727272727,1.3448275862069,1.5,1.19354838709677,1.3,2.37704918032787,2.18333333333333,3.55
