"","V3","V2","V3.1","V2.1","V3.2","V2.2","V3.3","V1","V3.4","V1.1","V3.5","V1.2"
"1",1.53496503496503,1.94563106796117,1.51363636363636,1.91033138401559,1.59208523592085,1.65818181818182,1.4483306836248,1.19818181818182,1.2680412371134,1.55714285714286,1.40444444444444,1.6375
