"","V5","V4","V5.1","V4.1","V5.2","V4.2","V5.3","V4.3","V5.4","V4.4","V5.5","V4.5"
"1",1.0751708428246,1.18363273453094,1.06706706706707,1.24795918367347,1.03728489483748,1.38267543859649,1.2788144895719,2.26555386949924,1.38617886178862,2.35932721712538,1.39398734177215,2.46717557251908
