"","V1"
"0000779152-12-000051_Business.txt",1
"0000779152-12-000051_Risk.txt",5
"0000779152-13-000028_Business.txt",1
"0000779152-13-000028_Risk.txt",5
"0000779152-14-000036_Business.txt",1
"0000779152-14-000036_Risk.txt",5
"0000779152-15-000056_Business.txt",1
"0000779152-15-000056_Risk.txt",5
"0000779152-16-000142_Business.txt",1
"0000779152-16-000142_Risk.txt",5
"0000779152-17-000040_Business.txt",1
"0000779152-17-000040_Risk.txt",5
"0000779152-18-000060_Business.txt",1
"0000779152-18-000060_Risk.txt",5
"0000779152-19-000048_Business.txt",1
"0000779152-19-000048_Risk.txt",5
"0000779152-20-000064_Risk.txt",5
